Contig10032	1232	1436	6	204
Contig10032	13553	13754	6	201
Contig100324	403	614	7	211
Contig100335	1549	1789	8	240
Contig100335	2063	2781	17	718
Contig100335	4206	4503	11	297
Contig100336	9032	9314	11	282
Contig100336	10442	10642	7	200
Contig100339	962	1829	21	867
Contig100346	1237	1725	10	488
Contig100348	735	984	8	249
Contig100348	1547	3541	54	1994
Contig100353	1632	2458	25	826
Contig100361	11029	11256	5	227
Contig100362	2499	2886	11	387
Contig100374	9870	10165	10	295
Contig100375	3955	4240	7	285
Contig100375	5571	5827	9	256
Contig100387	6069	6275	5	206
Contig100396	528	1004	12	476
Contig100396	1286	2987	57	1701
Contig100396	13181	13382	8	201
Contig100403	742	1195	11	453
Contig100407	1179	1391	7	212
Contig10041	2368	2571	7	203
Contig100444	1216	1683	10	467
Contig100451	3727	4162	10	435
Contig100455	4905	5544	19	639
Contig100470	13957	14892	19	935
Contig10048	2495	2706	11	211
Contig100484	12254	12623	10	369
Contig100484	13080	13378	10	298
Contig100499	2544	2815	7	271
Contig100501	871	1148	9	277
Contig100501	1862	2421	14	559
Contig100505	70	313	11	243
Contig100505	1598	2877	29	1279
Contig100514	765	1040	9	275
Contig100522	5270	5493	8	223
Contig100527	2934	3558	16	624
Contig100527	13583	14071	13	488
Contig100537	2310	2647	7	337
Contig10054	2605	2938	7	333
Contig100541	1068	1696	14	628
Contig100550	1765	1976	6	211
Contig100556	1654	2181	13	527
Contig100567	637	877	6	240
Contig100567	7903	8138	6	235
Contig100572	1245	1981	16	736
Contig100572	7584	7887	10	303
Contig100574	1094	2076	22	982
Contig100578	989	1756	19	767
Contig100585	11813	12907	28	1094
Contig1006	5620	5858	8	238
Contig1006	8916	9367	14	451
Contig1006	10461	10683	8	222
Contig1006	11782	13115	45	1333
Contig100605	241	863	13	622
Contig100605	974	1380	9	406
Contig100611	6	726	19	720
Contig100615	3083	3293	11	210
Contig100622	1115	1449	9	334
Contig100630	4543	5159	17	616
Contig100630	5621	6007	12	386
Contig100630	6746	8374	45	1628
Contig100632	9572	9914	15	342
Contig100650	12193	12396	7	203
Contig100650	13257	13586	8	329
Contig100664	1040	1488	16	448
Contig100677	349	596	6	247
Contig100687	237	505	6	268
Contig100687	2487	2820	14	333
Contig10069	8	455	14	447
Contig100691	4771	5373	16	602
Contig100691	7904	8206	16	302
Contig100692	1224	1621	12	397
Contig100694	1915	2266	9	351
Contig100696	171	375	7	204
Contig100696	1762	2570	17	808
Contig100696	2709	3600	27	891
Contig100701	3456	3680	6	224
Contig100706	52	303	7	251
Contig100717	1453	1936	11	483
Contig100723	57	573	12	516
Contig100723	1414	1840	14	426
Contig100728	1210	1892	16	682
Contig10074	4524	5033	16	509
Contig10074	5453	6562	30	1109
Contig100740	4949	6300	28	1351
Contig100741	999	1219	6	220
Contig100743	9143	10703	52	1560
Contig100745	12	468	10	456
Contig100764	486	903	16	417
Contig100764	3141	3452	11	311
Contig100774	4208	4508	10	300
Contig100775	947	1173	7	226
Contig100776	156	441	7	285
Contig100776	1655	4388	57	2733
Contig100783	637	877	6	240
Contig100796	7917	8607	26	690
Contig1008	2941	3848	19	907
Contig1008	6513	6789	9	276
Contig100801	1039	3236	52	2197
Contig100805	1545	1965	16	420
Contig100806	766	1831	32	1065
Contig100807	1777	5559	96	3782
Contig100808	1203	1649	9	446
Contig100824	1437	1641	11	204
Contig100831	2279	2523	6	244
Contig100831	4296	5383	22	1087
Contig100835	10159	10422	6	263
Contig10084	1150	1543	10	393
Contig100841	133	1067	22	934
Contig100843	2533	3354	21	821
Contig100843	7246	7457	6	211
Contig100843	8082	8883	22	801
Contig100844	2238	2586	8	348
Contig100844	2691	3128	12	437
Contig100844	3820	4042	5	222
Contig10085	38	262	6	224
Contig10085	3655	3858	5	203
Contig100851	1393	1654	6	261
Contig10086	742	1475	15	733
Contig100864	1453	1783	10	330
Contig100867	50	292	5	242
Contig100872	396	948	16	552
Contig100874	2611	3382	23	771
Contig100889	1862	2294	11	432
Contig100890	6935	7261	8	326
Contig100909	46	1608	48	1562
Contig100912	122	354	6	232
Contig100915	3569	4682	26	1113
Contig100917	573	964	13	391
Contig100933	6269	6532	16	263
Contig100934	464	801	18	337
Contig100934	2022	2301	7	279
Contig100941	5885	6212	8	327
Contig100949	3036	3661	16	625
Contig100953	9140	9422	11	282
Contig100953	10233	10591	8	358
Contig100960	1461	1668	5	207
Contig100960	2310	2836	13	526
Contig100964	6664	8422	41	1758
Contig100964	8837	9528	30	691
Contig100965	246	469	6	223
Contig100966	1011	1263	11	252
Contig100969	2436	2819	12	383
Contig100983	2768	3186	12	418
Contig100988	3098	3499	12	401
Contig100993	185	462	6	277
Contig100994	1959	4894	95	2935
Contig100994	10503	11123	14	620
Contig100997	68	389	8	321
Contig101	4718	5008	8	290
Contig1010	16180	16412	11	232
Contig1010	18854	19097	9	243
Contig1010	23959	27099	82	3140
Contig1010	30987	31290	13	303
Contig101020	690	1039	17	349
Contig101025	470	789	10	319
Contig101025	1141	1642	13	501
Contig101025	3626	3990	14	364
Contig101034	3352	4366	27	1014
Contig101039	324	1021	18	697
Contig101051	75	388	9	313
Contig101063	218	1304	33	1086
Contig101063	2054	2440	13	386
Contig101068	5	351	9	346
Contig101068	2077	2974	22	897
Contig101068	10561	11291	23	730
Contig101068	13260	13522	7	262
Contig101069	53	397	11	344
Contig101069	1483	1694	6	211
Contig101069	8355	8690	7	335
Contig101076	118	1184	32	1066
Contig101091	2287	2679	9	392
Contig101091	3089	3624	13	535
Contig101093	766	978	15	212
Contig101093	10154	10572	11	418
Contig101094	2353	3015	22	662
Contig101107	382	666	9	284
Contig101107	5751	5953	6	202
Contig101117	254	467	5	213
Contig101118	362	1996	35	1634
Contig101119	6234	6468	10	234
Contig10112	118	603	11	485
Contig101123	3549	4043	17	494
Contig101123	6882	7221	15	339
Contig101124	798	1341	12	543
Contig101124	5855	6331	14	476
Contig101128	643	1055	9	412
Contig101130	927	1759	20	832
Contig101138	17	673	20	656
Contig101138	14604	15130	17	526
Contig101145	1057	1371	14	314
Contig101152	532	924	8	392
Contig101152	3392	4419	24	1027
Contig101152	10825	11529	16	704
Contig101152	13008	13900	21	892
Contig101153	3114	3360	14	246
Contig101165	91	308	8	217
Contig101165	2623	2839	6	216
Contig10117	3962	6271	50	2309
Contig101182	1178	1391	9	213
Contig101183	1715	2073	13	358
Contig101184	445	1033	13	588
Contig101196	5184	5427	7	243
Contig101201	2815	3032	5	217
Contig101201	3174	3562	13	388
Contig101201	4091	4617	11	526
Contig101207	2433	2705	7	272
Contig101211	567	800	8	233
Contig101214	23	321	6	298
Contig101214	436	643	5	207
Contig101222	3668	3939	6	271
Contig101222	4805	5560	18	755
Contig101222	6534	7163	13	629
Contig101222	7363	8274	19	911
Contig101222	8590	9157	14	567
Contig101222	9410	9648	7	238
Contig101222	10337	10683	10	346
Contig101224	1469	1763	7	294
Contig101226	605	1891	29	1286
Contig101226	2832	3113	7	281
Contig101233	1780	2436	16	656
Contig101233	3304	3943	16	639
Contig101247	966	1894	19	928
Contig101249	3327	4290	29	963
Contig10126	216	796	21	580
Contig101266	1261	1525	10	264
Contig10127	655	1050	13	395
Contig10127	1831	2142	9	311
Contig101274	5058	5293	6	235
Contig101277	5887	6147	6	260
Contig101279	2211	2486	7	275
Contig101281	5496	5798	10	302
Contig101283	20	258	5	238
Contig101283	766	1071	9	305
Contig101288	272	487	8	215
Contig1013	2364	2599	9	235
Contig1013	9327	9571	8	244
Contig1013	9862	10258	12	396
Contig1013	12756	13649	18	893
Contig1013	15550	16365	25	815
Contig1013	17784	20366	60	2582
Contig1013	20898	22165	31	1267
Contig1013	24271	24566	12	295
Contig101302	521	758	5	237
Contig101307	2686	3024	11	338
Contig101313	4341	5168	19	827
Contig101316	1800	2137	7	337
Contig101316	2260	2585	20	325
Contig101330	968	1401	19	433
Contig101333	3938	4601	26	663
Contig101334	341	691	8	350
Contig101335	40	326	6	286
Contig101341	1148	1608	20	460
Contig101346	652	1147	13	495
Contig101346	2830	3756	19	926
Contig101347	1624	1833	6	209
Contig101348	6614	6860	17	246
Contig10135	326	527	5	201
Contig10135	1150	1567	9	417
Contig101361	3417	3623	9	206
Contig101361	7351	8004	16	653
Contig101375	2543	3748	35	1205
Contig101375	6344	7150	23	806
Contig101375	7654	8055	19	401
Contig101375	9085	9321	7	236
Contig101377	2997	3308	7	311
Contig10138	82	460	17	378
Contig101382	4155	4754	20	599
Contig101387	2132	2520	12	388
Contig101391	785	1085	8	300
Contig101391	4048	4636	12	588
Contig101391	5218	6183	26	965
Contig101395	488	721	8	233
Contig101395	1108	1327	8	219
Contig101406	3889	4175	7	286
Contig10143	23701	24044	8	343
Contig10144	615	1789	49	1174
Contig10144	5327	8291	86	2964
Contig101444	5253	5508	6	255
Contig101445	1155	1395	14	240
Contig101445	5208	5443	5	235
Contig101453	7977	8306	14	329
Contig101455	943	1365	13	422
Contig101459	2876	3246	10	370
Contig101459	3966	4213	8	247
Contig101459	4990	5235	6	245
Contig101459	6778	7152	12	374
Contig101465	2275	2530	6	255
Contig101473	4756	5010	10	254
Contig101480	1537	2371	19	834
Contig101488	8	438	14	430
Contig101488	10399	10665	18	266
Contig10149	695	1098	11	403
Contig101498	5	557	14	552
Contig101498	2453	2776	7	323
Contig101507	5655	6002	13	347
Contig10151	339	1718	31	1379
Contig101513	1161	1382	6	221
Contig101518	1127	1840	34	713
Contig101522	1762	1987	5	225
Contig101527	13400	13968	16	568
Contig101527	14253	17085	58	2832
Contig101529	423	1128	15	705
Contig101529	1459	1779	10	320
Contig101529	2310	2771	11	461
Contig101529	3062	3795	19	733
Contig101529	4570	4926	15	356
Contig101529	9541	9840	8	299
Contig101529	10405	10620	5	215
Contig101541	6996	7211	6	215
Contig10155	2054	2314	10	260
Contig10155	2721	2984	7	263
Contig101562	2113	2319	8	206
Contig10157	827	1480	19	653
Contig101573	339	895	13	556
Contig101573	1946	2910	22	964
Contig101573	4119	4546	12	427
Contig101580	1672	1953	8	281
Contig101595	3305	3732	10	427
Contig101603	1501	1769	7	268
Contig101603	2386	2694	11	308
Contig101603	4744	5132	10	388
Contig101603	5674	6014	13	340
Contig101606	324	1213	31	889
Contig101608	12551	13210	14	659
Contig101615	819	1098	8	279
Contig101615	3252	3480	6	228
Contig101620	2418	2744	14	326
Contig101623	934	1393	11	459
Contig101625	165	409	8	244
Contig101628	18614	18948	10	334
Contig101633	342	631	6	289
Contig101635	7882	8173	6	291
Contig101638	452	660	7	208
Contig101646	121	1292	24	1171
Contig101656	1354	2327	21	973
Contig101656	3786	4854	24	1068
Contig101656	7496	7700	5	204
Contig101661	702	4689	91	3987
Contig10167	8	2189	50	2181
Contig10167	2633	3771	23	1138
Contig101671	2048	2343	6	295
Contig101673	6659	6972	11	313
Contig101678	2297	2753	11	456
Contig101690	780	1007	8	227
Contig101695	864	1504	25	640
Contig101701	3443	4517	23	1074
Contig101701	5195	6061	35	866
Contig101724	1490	3951	79	2461
Contig101724	5509	6027	20	518
Contig101731	12873	13227	8	354
Contig101732	429	779	11	350
Contig101733	1005	1307	7	302
Contig101734	2144	2764	28	620
Contig101736	2630	4558	59	1928
Contig101738	1595	1837	6	242
Contig101740	7272	7936	18	664
Contig101744	176	451	6	275
Contig101752	5126	5497	8	371
Contig101756	5654	6257	14	603
Contig101756	6564	7270	21	706
Contig101759	264	479	7	215
Contig101762	732	1034	8	302
Contig101771	7	2181	51	2174
Contig101776	944	1962	22	1018
Contig10178	347	1089	20	742
Contig101782	438	759	9	321
Contig101788	3933	5157	37	1224
Contig101794	1370	2236	23	866
Contig101794	3038	3542	15	504
Contig101798	14	648	18	634
Contig101801	554	1517	20	963
Contig101801	2520	2750	5	230
Contig101807	1410	1630	7	220
Contig101808	440	827	14	387
Contig101808	2481	2784	9	303
Contig101808	5365	5670	11	305
Contig101809	357	571	7	214
Contig101809	3166	3506	21	340
Contig10181	101	371	17	270
Contig101816	7784	8020	5	236
Contig101844	1809	2220	9	411
Contig101844	2341	2582	9	241
Contig101845	1549	1767	9	218
Contig101848	6320	6587	9	267
Contig101853	9342	9576	11	234
Contig101855	660	1063	14	403
Contig101863	5938	6626	19	688
Contig101868	4926	5282	12	356
Contig101868	7408	7871	16	463
Contig101875	760	2173	31	1413
Contig101891	831	1291	19	460
Contig1019	2065	2382	9	317
Contig1019	5255	6175	23	920
Contig1019	9049	9597	16	548
Contig1019	10919	11926	22	1007
Contig101906	978	1659	16	681
Contig101906	1987	2707	17	720
Contig10191	428	728	8	300
Contig10191	972	1613	14	641
Contig10191	1749	2581	20	832
Contig10191	4076	4289	7	213
Contig10192	1118	1412	10	294
Contig101925	1211	1590	8	379
Contig101930	127	366	7	239
Contig10195	47	301	6	254
Contig10195	4239	4558	8	319
Contig101951	720	1107	9	387
Contig101951	1250	1567	10	317
Contig101954	1125	1414	6	289
Contig101954	3281	3568	8	287
Contig101954	6325	7455	25	1130
Contig101962	1462	1724	9	262
Contig101964	1266	1505	7	239
Contig101964	1782	2078	9	296
Contig101966	1518	1781	7	263
Contig101984	978	1209	10	231
Contig101985	4184	4425	8	241
Contig101985	7728	7979	6	251
Contig101985	10226	10705	14	479
Contig101987	163	382	5	219
Contig101997	3269	3624	12	355
Contig101998	1839	2429	12	590
Contig101998	4238	4507	7	269
Contig102	5525	5904	9	379
Contig102	8549	8883	10	334
Contig102	37675	37978	8	303
Contig102	38710	39037	10	327
Contig102011	3778	4006	7	228
Contig102011	4617	4960	8	343
Contig102014	8689	9116	12	427
Contig102016	518	739	6	221
Contig102016	1270	1880	16	610
Contig102032	809	1114	13	305
Contig102032	2722	3412	17	690
Contig102032	4140	4383	10	243
Contig102043	317	784	15	467
Contig102068	344	1924	42	1580
Contig102068	2557	2815	9	258
Contig10207	303	1589	37	1286
Contig102072	641	1965	28	1324
Contig102089	2479	3115	15	636
Contig102089	3285	3534	11	249
Contig102089	5461	5774	9	313
Contig102089	8835	9233	10	398
Contig10209	3756	3971	8	215
Contig102091	117	380	9	263
Contig102091	778	1215	12	437
Contig102103	8	392	9	384
Contig102103	562	1090	12	528
Contig102103	1465	1796	11	331
Contig102110	1692	2109	11	417
Contig102110	3921	4212	8	291
Contig102110	8886	9603	21	717
Contig102110	11207	11473	8	266
Contig102110	11803	12026	6	223
Contig102110	15442	15994	19	552
Contig102113	2820	3047	9	227
Contig102127	6808	7318	15	510
Contig102129	508	1005	16	497
Contig102129	2534	2945	11	411
Contig102132	1804	2590	19	786
Contig102142	1431	1634	9	203
Contig102155	6240	6518	10	278
Contig102155	7283	7521	8	238
Contig102156	93	710	15	617
Contig102167	1395	1776	13	381
Contig102167	2494	2694	7	200
Contig102167	2903	3308	9	405
Contig102172	4655	5137	17	482
Contig102176	3100	3320	5	220
Contig102182	1303	3181	49	1878
Contig102184	720	3158	49	2438
Contig102186	1930	2416	16	486
Contig102189	1994	2510	17	516
Contig10219	2663	2949	9	286
Contig102196	3799	4206	11	407
Contig1022	493	835	9	342
Contig1022	7126	7579	18	453
Contig1022	8252	8591	10	339
Contig102200	612	1797	28	1185
Contig102200	2419	2745	9	326
Contig102200	3980	4864	23	884
Contig102200	5876	6490	15	614
Contig102206	2117	2872	18	755
Contig102212	919	1187	10	268
Contig102212	1543	1758	6	215
Contig102212	2089	2471	9	382
Contig102214	3007	3543	13	536
Contig102214	4719	5090	8	371
Contig102218	612	861	15	249
Contig102218	5311	5822	30	511
Contig102228	1407	1739	8	332
Contig102228	1863	2148	8	285
Contig102229	1537	2112	13	575
Contig102229	4618	5024	16	406
Contig102233	2480	2682	12	202
Contig102240	8276	8489	8	213
Contig102244	4190	4641	14	451
Contig102247	808	1035	5	227
Contig102255	4954	5154	6	200
Contig102259	275	609	8	334
Contig102268	7271	7501	10	230
Contig10227	5274	5543	10	269
Contig102271	5029	5881	19	852
Contig102284	4	668	16	664
Contig102286	2209	2491	6	282
Contig102297	879	1337	15	458
Contig102298	7	521	11	514
Contig1023	537	849	8	312
Contig102310	26	559	19	533
Contig102312	2026	2606	12	580
Contig102315	1109	3338	56	2229
Contig102316	3065	3376	9	311
Contig102319	5459	6381	34	922
Contig102319	9088	9316	9	228
Contig10232	1090	1328	7	238
Contig10232	2168	2409	8	241
Contig10232	2947	3313	9	366
Contig102321	103	453	10	350
Contig102321	757	1118	9	361
Contig102322	390	793	9	403
Contig102322	909	2081	26	1172
Contig102322	2268	2635	14	367
Contig102325	2238	3140	20	902
Contig102325	3944	4153	8	209
Contig102325	5654	5940	6	286
Contig102325	6029	6933	32	904
Contig102330	6522	6969	16	447
Contig102330	17124	17386	15	262
Contig102334	754	1619	32	865
Contig102337	917	1954	23	1037
Contig10234	1430	2034	15	604
Contig102342	905	1347	15	442
Contig102342	2055	4181	75	2126
Contig102345	3026	4243	42	1217
Contig102349	7100	7412	9	312
Contig102354	823	1280	12	457
Contig102365	26	281	13	255
Contig102366	457	748	15	291
Contig102371	9228	9444	5	216
Contig102371	11297	11612	7	315
Contig102371	12431	12641	10	210
Contig102378	658	1313	16	655
Contig1024	895	1473	23	578
Contig1024	6169	7005	20	836
Contig1024	8004	12190	89	4186
Contig102408	168	371	6	203
Contig102409	40	800	25	760
Contig102409	2773	3218	11	445
Contig102409	4053	4603	13	550
Contig102418	1993	2238	15	245
Contig102432	6679	7155	12	476
Contig102457	1005	1309	7	304
Contig102457	1842	2893	23	1051
Contig102457	7836	8314	13	478
Contig102459	20	708	22	688
Contig102459	1442	1954	15	512
Contig102459	2667	2917	8	250
Contig102459	3122	4539	33	1417
Contig102473	1571	1847	12	276
Contig102480	1072	1333	8	261
Contig102487	11853	12204	10	351
Contig102492	15215	15943	16	728
Contig102493	7816	8037	8	221
Contig102494	841	1254	13	413
Contig102494	1799	2328	12	529
Contig102494	5609	6099	12	490
Contig102496	162	365	7	203
Contig102508	73	394	9	321
Contig102514	4145	4407	8	262
Contig102517	946	1982	21	1036
Contig102528	335	714	13	379
Contig102547	3065	3314	5	249
Contig102561	2711	3306	15	595
Contig102564	1315	1543	5	228
Contig102570	9860	10328	14	468
Contig102573	7226	7435	8	209
Contig102579	554	874	9	320
Contig102579	2498	2856	9	358
Contig102579	3394	4429	21	1035
Contig102579	4508	5177	15	669
Contig102584	1420	1907	12	487
Contig102588	3745	4053	12	308
Contig102588	6420	6624	7	204
Contig10259	4488	8329	94	3841
Contig1026	15775	15992	9	217
Contig102603	3224	3787	13	563
Contig102626	3152	3580	17	428
Contig102634	3243	3654	12	411
Contig102641	1043	1272	6	229
Contig102642	1572	1851	13	279
Contig102652	746	996	10	250
Contig102652	2097	4122	46	2025
Contig102652	5437	5724	11	287
Contig102652	8089	9128	22	1039
Contig102652	10229	10686	15	457
Contig102654	1451	1794	9	343
Contig102655	9627	9885	6	258
Contig102656	3758	4069	12	311
Contig102656	6732	6951	7	219
Contig102656	8407	8799	12	392
Contig102657	787	1086	18	299
Contig102662	757	1329	15	572
Contig102669	1164	1413	7	249
Contig102678	74	336	12	262
Contig102678	1805	2672	20	867
Contig102678	3482	3706	6	224
Contig10269	447	688	8	241
Contig10269	1457	2067	21	610
Contig102698	18	5151	114	5133
Contig102699	3413	3615	5	202
Contig1027	1228	2268	33	1040
Contig10270	756	982	10	226
Contig102705	2726	3027	7	301
Contig102713	729	1501	21	772
Contig102730	950	2140	24	1190
Contig102733	152	2027	65	1875
Contig102742	1219	1597	18	378
Contig102743	1060	1404	8	344
Contig102746	485	727	6	242
Contig102761	42	248	5	206
Contig102762	339	632	11	293
Contig102762	1051	1263	7	212
Contig102766	1023	1242	5	219
Contig102766	1379	1628	11	249
Contig10277	27	288	7	261
Contig102772	4810	5382	21	572
Contig102772	7112	7325	6	213
Contig102774	568	3619	63	3051
Contig102788	125	461	9	336
Contig102789	6710	7508	26	798
Contig102808	6217	6510	8	293
Contig102815	126	1983	55	1857
Contig102816	883	1130	7	247
Contig10282	10	1036	31	1026
Contig102823	226	704	18	478
Contig102827	1098	1666	17	568
Contig102830	4646	4880	5	234
Contig102830	5443	5742	9	299
Contig102832	1285	1506	7	221
Contig102835	940	1349	11	409
Contig102836	2054	2655	13	601
Contig102838	455	815	8	360
Contig102838	1118	2602	31	1484
Contig102851	186	832	22	646
Contig102856	7432	8623	30	1191
Contig102863	634	927	8	293
Contig102863	1864	2074	5	210
Contig102875	764	1504	18	740
Contig102886	2863	3122	6	259
Contig102892	1187	1664	12	477
Contig1029	5522	6031	11	509
Contig1029	6171	6709	22	538
Contig1029	14556	15043	13	487
Contig102900	2421	2760	8	339
Contig102900	3140	3479	8	339
Contig102900	3775	4828	25	1053
Contig102900	8490	8769	13	279
Contig102902	1864	2345	22	481
Contig102914	3036	3354	11	318
Contig102929	1383	2033	14	650
Contig102929	3285	3951	17	666
Contig102931	13875	14585	18	710
Contig102931	15388	15603	9	215
Contig102955	1737	2078	9	341
Contig102955	3021	3514	14	493
Contig102971	2155	2403	7	248
Contig102971	2684	3071	14	387
Contig102972	8306	8735	13	429
Contig102975	1570	1861	6	291
Contig102975	1958	2172	6	214
Contig102992	2730	3109	8	379
Contig102992	3711	4049	10	338
Contig102994	53	971	32	918
Contig102998	113	3734	77	3621
Contig103008	661	1590	20	929
Contig103008	1915	2322	13	407
Contig103010	112	520	11	408
Contig103010	1453	1716	9	263
Contig103018	2187	2881	17	694
Contig103018	3623	3828	6	205
Contig103019	764	1153	17	389
Contig10302	254	1327	26	1073
Contig103020	4870	5573	16	703
Contig103028	3673	4172	10	499
Contig103029	9356	9685	12	329
Contig103032	5756	6274	11	518
Contig103032	9690	10109	11	419
Contig103044	487	689	5	202
Contig103044	2040	2599	20	559
Contig103046	2657	3191	11	534
Contig103046	4059	4295	6	236
Contig103047	73	353	9	280
Contig103049	4635	5085	19	450
Contig10306	3911	4156	9	245
Contig103064	675	916	7	241
Contig103065	509	3495	74	2986
Contig103068	1802	2178	16	376
Contig103068	4255	4632	11	377
Contig103068	5388	5744	8	356
Contig103070	1817	2039	6	222
Contig103079	391	619	5	228
Contig103084	5966	6199	6	233
Contig103090	11129	11538	12	409
Contig103092	7112	8168	24	1056
Contig103092	8668	9394	17	726
Contig103096	738	1096	13	358
Contig103096	1696	3086	41	1390
Contig103099	5425	5652	7	227
Contig1031	2769	3183	11	414
Contig1031	10458	10774	11	316
Contig1031	13215	13424	8	209
Contig1031	14515	15301	22	786
Contig1031	19958	20835	20	877
Contig1031	26516	26730	10	214
Contig1031	27352	28118	16	766
Contig1031	28518	28900	9	382
Contig1031	32250	32459	6	209
Contig1031	32602	32865	6	263
Contig1031	32968	33866	19	898
Contig1031	36316	37490	25	1174
Contig1031	37725	37983	8	258
Contig1031	38720	38989	8	269
Contig1031	39429	39760	11	331
Contig10311	331	692	9	361
Contig10311	1111	1635	11	524
Contig103114	5901	6179	6	278
Contig103120	1284	1519	5	235
Contig103136	285	660	9	375
Contig103136	873	1091	7	218
Contig103146	148	351	6	203
Contig103146	1338	1756	11	418
Contig103147	7994	8370	24	376
Contig10315	200	498	6	298
Contig103153	747	1202	16	455
Contig103154	78	323	7	245
Contig103154	1218	2015	20	797
Contig103160	492	712	5	220
Contig103160	3020	3564	15	544
Contig103163	427	670	8	243
Contig103180	44	1261	32	1217
Contig103186	1779	2099	7	320
Contig103186	2869	3764	24	895
Contig103188	8887	9191	16	304
Contig103197	68	569	20	501
Contig103208	4	206	9	202
Contig103208	1491	1692	7	201
Contig103214	1797	2042	12	245
Contig103218	248	650	17	402
Contig103221	468	1154	17	686
Contig103235	1089	1302	7	213
Contig103237	42	693	26	651
Contig103237	1579	1862	9	283
Contig103238	1424	1751	9	327
Contig103238	1970	2212	10	242
Contig103241	2160	2590	15	430
Contig10325	17	299	6	282
Contig103263	3634	4031	8	397
Contig103281	383	726	15	343
Contig103288	790	1020	9	230
Contig10329	3803	4102	7	299
Contig1033	4622	4825	10	203
Contig1033	9048	9337	8	289
Contig103305	1149	1400	7	251
Contig10331	221	601	9	380
Contig103311	9144	10513	29	1369
Contig103311	10896	11307	15	411
Contig103314	1488	1710	5	222
Contig103323	554	2528	47	1974
Contig103323	3405	3609	5	204
Contig103328	91	399	8	308
Contig103335	3349	3690	11	341
Contig103340	1920	2290	12	370
Contig103342	1047	1278	6	231
Contig103343	23	1320	33	1297
Contig103345	20134	20401	10	267
Contig103346	5551	5897	8	346
Contig103346	6150	7116	30	966
Contig103346	13003	13205	8	202
Contig103363	45	402	10	357
Contig103372	771	1178	9	407
Contig103379	16796	17771	21	975
Contig103381	2156	2624	13	468
Contig103381	2941	3142	6	201
Contig103381	3547	4317	21	770
Contig103381	9409	9640	9	231
Contig103381	10441	10763	15	322
