id	contig	start	end	notes_gene	fst01
Contig27088_2511_32828	Contig27088	2511	32828	ID=OLUR_00001731;Name=OLUR_00001731;Alias=maker-Contig27088-snap-gene-0.7;Note=Similar to RPL30: 60S ribosomal protein L30 (Branchiostoma belcheri OX%3D7741);Dbxref=Gene3D:G3DSA:3.30.1330.30,Hamap:MF_00481,InterPro:IPR000231,InterPro:IPR004038,InterPro:IPR022991,InterPro:IPR029064,Pfam:PF01248,ProSitePatterns:PS00709,ProSitePatterns:PS00993,SUPERFAMILY:SSF55315;Ontology_term=GO:0003735,GO:0005622,GO:0005840,GO:0006412;SPID=P58374;	0.0647321428571429
Contig28993_1_10396	Contig28993	1	10396	ID=OLUR_00016094;Name=OLUR_00016094;Alias=maker-Contig28993-snap-gene-0.2;Note=Similar to PECR: Peroxisomal trans-2-enoyl-CoA reductase (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.40.50.720,InterPro:IPR002347,InterPro:IPR036291,Pfam:PF00106,SUPERFAMILY:SSF51735;SPID=Q9BY49;	0.0813953488372093
Contig65537_3351_8979	Contig65537	3351	8979	ID=OLUR_00022391;Name=OLUR_00022391;Alias=maker-Contig65537-snap-gene-0.1;Note=Protein of unknown function;	0
Contig92_17276_44960	Contig92	17276	44960	ID=OLUR_00000992;Name=OLUR_00000992;Alias=maker-Contig92-snap-gene-0.4;Note=Protein of unknown function;Dbxref=CDD:cd00063,InterPro:IPR003961,InterPro:IPR036116,SUPERFAMILY:SSF49265;Ontology_term=GO:0005515;	0.125
Contig29359_591_14070	Contig29359	591	14070	ID=OLUR_00010762;Name=OLUR_00010762;Alias=maker-Contig29359-snap-gene-0.2;Note=Similar to Eif4g3: Eukaryotic translation initiation factor 4 gamma 3 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:1.25.40.180,InterPro:IPR003890,InterPro:IPR003891,InterPro:IPR016021,InterPro:IPR016024,MobiDBLite:mobidb-lite,Pfam:PF02847,Pfam:PF02854,ProSiteProfiles:PS51366,SMART:SM00543,SMART:SM00544,SUPERFAMILY:SSF48371;Ontology_term=GO:0003723,GO:0005515;SPID=Q80XI3;	0.0566037735849057
Contig515_2926_39773	Contig515	2926	39773	ID=OLUR_00003148;Name=OLUR_00003148;Alias=maker-Contig515-snap-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0
Contig29033_11407_32648	Contig29033	11407	32648	ID=OLUR_00003721;Name=OLUR_00003721;Alias=maker-Contig29033-snap-gene-0.4;Note=Similar to G2/mitotic-specific cyclin-B (Hydra viridissima OX%3D6082);Dbxref=CDD:cd00043,Gene3D:G3DSA:1.10.472.10,InterPro:IPR004367,InterPro:IPR006671,InterPro:IPR013763,InterPro:IPR036915,InterPro:IPR039361,MobiDBLite:mobidb-lite,PIRSF:PIRSF001771,Pfam:PF00134,SMART:SM00385,SMART:SM01332,SUPERFAMILY:SSF47954;Ontology_term=GO:0005634;SPID=P51987;	0.441704035874439
Contig42441_12061_44879	Contig42441	12061	44879	ID=OLUR_00002425;Name=OLUR_00002425;Alias=maker-Contig42441-snap-gene-0.4;Note=Similar to Octopamine receptor 2 (Lymnaea stagnalis OX%3D6523);Dbxref=CDD:cd14967,Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:1.20.120.10,InterPro:IPR000276,InterPro:IPR017452,MobiDBLite:mobidb-lite,PRINTS:PR00237,Pfam:PF00001,ProSiteProfiles:PS50262,SUPERFAMILY:SSF81321;Ontology_term=GO:0004930,GO:0007186,GO:0016021;SPID=O01670;	0.0571428571428571
Contig42157_34_11627	Contig42157	34	11627	ID=OLUR_00019115;Name=OLUR_00019115;Alias=snap_masked-Contig42157-processed-gene-0.0;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;	0.0285714285714286
Contig1713_16780_27289	Contig1713	16780	27289	ID=OLUR_00007277;Name=OLUR_00007277;Alias=maker-Contig1713-snap-gene-0.2;Note=Protein of unknown function;	0
Contig57798_687_10007	Contig57798	687	10007	ID=OLUR_00021055;Name=OLUR_00021055;Alias=maker-Contig57798-snap-gene-0.1;Note=Similar to Slc17a7: Vesicular glutamate transporter 1 (Mus musculus OX%3D10090);Dbxref=InterPro:IPR036259,SUPERFAMILY:SSF103473;SPID=Q3TXX4;	0
Contig20407_3223_7654	Contig20407	3223	7654	ID=OLUR_00007889;Name=OLUR_00007889;Alias=snap_masked-Contig20407-processed-gene-0.0;Note=Similar to Endo-1%2C6-beta-D-glucanase BGN16.3 (Trichoderma harzianum OX%3D5544);Dbxref=Gene3D:G3DSA:3.20.20.80,InterPro:IPR017853,InterPro:IPR033453,Pfam:PF02055,SUPERFAMILY:SSF51445;SPID=Q8J0I9;	0.0396341463414634
Contig20407_3932_8619	Contig20407	3932	8619	ID=OLUR_00007890;Name=OLUR_00007890;Alias=maker-Contig20407-snap-gene-0.2;Note=Similar to GBA: Glucosylceramidase (Bos taurus OX%3D9913);Dbxref=Gene3D:G3DSA:2.60.40.1180,Gene3D:G3DSA:3.20.20.80,InterPro:IPR013780,InterPro:IPR017853,InterPro:IPR033453,Pfam:PF02055,SUPERFAMILY:SSF51445;SPID=Q2KHZ8;	0.0396341463414634
Contig249_1_33616	Contig249	1	33616	ID=OLUR_00004909;Name=OLUR_00004909;Alias=snap_masked-Contig249-processed-gene-0.0;Note=Similar to DNAJC11: DnaJ homolog subfamily C member 11 (Homo sapiens OX%3D9606);Dbxref=CDD:cd06257,Gene3D:G3DSA:1.10.287.110,InterPro:IPR001623,InterPro:IPR036869,Pfam:PF00226,ProSiteProfiles:PS50076,SMART:SM00271,SUPERFAMILY:SSF46565;SPID=Q9NVH1;	0.181467181467181
Contig249_1241_32766	Contig249	1241	32766	ID=OLUR_00004910;Name=OLUR_00004910;Alias=maker-Contig249-snap-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.181467181467181
Contig52092_1_31845	Contig52092	1	31845	ID=OLUR_00002850;Name=OLUR_00002850;Alias=maker-Contig52092-snap-gene-0.2;Note=Similar to XDH: Xanthine dehydrogenase/oxidase (Gallus gallus OX%3D9031);Dbxref=Gene3D:G3DSA:3.30.365.10,InterPro:IPR002346,InterPro:IPR005107,InterPro:IPR016166,InterPro:IPR036318,InterPro:IPR036683,Pfam:PF00941,Pfam:PF03450,ProSiteProfiles:PS51387,SUPERFAMILY:SSF55447,SUPERFAMILY:SSF56176;Ontology_term=GO:0016491,GO:0050660,GO:0055114,GO:0071949;SPID=P47990;	0.04
Contig1188_13254_43233	Contig1188	13254	43233	ID=OLUR_00002667;Name=OLUR_00002667;Alias=maker-Contig1188-snap-gene-0.4;Note=Similar to Fn1: Fibronectin (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd00063,Gene3D:G3DSA:2.60.40.10,Gene3D:G3DSA:3.40.50.1460,InterPro:IPR001309,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR029030,InterPro:IPR036116,MobiDBLite:mobidb-lite,Pfam:PF00041,Pfam:PF00656,ProSiteProfiles:PS50208,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265,SUPERFAMILY:SSF52129;Ontology_term=GO:0004197,GO:0005515,GO:0006508;SPID=P04937;	0.0357142857142857
Contig55640_1_5795	Contig55640	1	5795	ID=OLUR_00026776;Name=OLUR_00026776;Alias=maker-Contig55640-snap-gene-0.1;Note=Protein of unknown function;Dbxref=Coils:Coil;	0
Contig72135_659_5463	Contig72135	659	5463	ID=OLUR_00027214;Name=OLUR_00027214;Alias=maker-Contig72135-snap-gene-0.1;Note=Protein of unknown function;	0.152631578947368
Contig55661_467_4299	Contig55661	467	4299	ID=OLUR_00028706;Name=OLUR_00028706;Alias=maker-Contig55661-snap-gene-0.1;Note=Similar to METTL7A: Methyltransferase-like protein 7A (Homo sapiens OX%3D9606);Dbxref=CDD:cd02440,Gene3D:G3DSA:3.40.50.150,InterPro:IPR029063,Pfam:PF13489,SUPERFAMILY:SSF53335;SPID=Q9H8H3;	0.0456273764258555
Contig24764_2021_19463	Contig24764	2021	19463	ID=OLUR_00010414;Name=OLUR_00010414;Alias=maker-Contig24764-snap-gene-0.2;Note=Similar to acr-16: Acetylcholine receptor subunit alpha-type acr-16 (Caenorhabditis elegans OX%3D6239);Dbxref=Gene3D:G3DSA:1.20.58.390,Gene3D:G3DSA:2.70.170.10,InterPro:IPR006029,InterPro:IPR006201,InterPro:IPR006202,InterPro:IPR018000,InterPro:IPR036719,InterPro:IPR036734,PRINTS:PR00252,Pfam:PF02931,Pfam:PF02932,ProSitePatterns:PS00236,SUPERFAMILY:SSF63712,SUPERFAMILY:SSF90112;Ontology_term=GO:0004888,GO:0005216,GO:0005230,GO:0006811,GO:0016021,GO:0034220;SPID=P48180;	0
Contig611_14263_30672	Contig611	14263	30672	ID=OLUR_00005906;Name=OLUR_00005906;Alias=maker-Contig611-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.60.10.10,InterPro:IPR036691,SUPERFAMILY:SSF56219;	0.0442678774120318
Contig31520_9588_31086	Contig31520	9588	31086	ID=OLUR_00005757;Name=OLUR_00005757;Alias=maker-Contig31520-snap-gene-0.5;Note=Similar to Gria3: Glutamate receptor 3 (Mus musculus OX%3D10090);Dbxref=CDD:cd13685,Gene3D:G3DSA:3.40.190.10,InterPro:IPR001320,InterPro:IPR001508,InterPro:IPR019594,PRINTS:PR00177,Pfam:PF10613,SMART:SM00079,SMART:SM00918,SUPERFAMILY:SSF53850;Ontology_term=GO:0004970,GO:0005216,GO:0006811,GO:0016020,GO:0038023;SPID=Q9Z2W9;	0.00404040404040404
Contig23392_1_10882	Contig23392	1	10882	ID=OLUR_00014955;Name=OLUR_00014955;Alias=maker-Contig23392-snap-gene-0.1;Note=Similar to cwf19l2: CWF19-like protein 2 (Xenopus tropicalis OX%3D8364);Dbxref=Coils:Coil,InterPro:IPR006767,InterPro:IPR006768,InterPro:IPR036265,MobiDBLite:mobidb-lite,Pfam:PF04676,Pfam:PF04677,SUPERFAMILY:SSF54197;SPID=Q28C44;	0
Contig222_31866_53230	Contig222	31866	53230	ID=OLUR_00001374;Name=OLUR_00001374;Alias=maker-Contig222-snap-gene-0.5;Note=Protein of unknown function;	0.0926315789473684
Contig27511_5891_11495	Contig27511	5891	11495	ID=OLUR_00017159;Name=OLUR_00017159;Alias=maker-Contig27511-snap-gene-0.1;Note=Similar to HSPA12B: Heat shock 70 kDa protein 12B (Homo sapiens OX%3D9606);SPID=Q96MM6;	0.0714285714285714
Contig35854_4024_25361	Contig35854	4024	25361	ID=OLUR_00000364;Name=OLUR_00000364;Alias=maker-Contig35854-snap-gene-0.7;Note=Similar to DLL1: Delta-like protein 1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00054,Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:2.10.25.140,Gene3D:G3DSA:2.60.40.3510,InterPro:IPR000152,InterPro:IPR000742,InterPro:IPR001774,InterPro:IPR001881,InterPro:IPR009030,InterPro:IPR011651,InterPro:IPR013032,InterPro:IPR018097,Pfam:PF00008,Pfam:PF01414,Pfam:PF07657,ProDom:PD936484,ProSitePatterns:PS00010,ProSitePatterns:PS00022,ProSitePatterns:PS01186,ProSitePatterns:PS01187,ProSiteProfiles:PS50026,ProSiteProfiles:PS51051,SMART:SM00051,SMART:SM00179,SMART:SM00181,SUPERFAMILY:SSF57184,SUPERFAMILY:SSF57196;Ontology_term=GO:0005509,GO:0007154,GO:0007219,GO:0007275,GO:0016020,GO:0016021;SPID=O00548;	0.00558659217877095
Contig1616_1_13371	Contig1616	1	13371	ID=OLUR_00005407;Name=OLUR_00005407;Alias=snap_masked-Contig1616-processed-gene-0.3;Note=Similar to GPATCH1: G patch domain-containing protein 1 (Homo sapiens OX%3D9606);Dbxref=MobiDBLite:mobidb-lite;SPID=Q9BRR8;	0.0208333333333333
Contig28642_1_12744	Contig28642	1	12744	ID=OLUR_00014057;Name=OLUR_00014057;Alias=snap_masked-Contig28642-processed-gene-0.2;Note=Similar to Znf728: Zinc finger protein 728 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;SPID=Q6P5C7;	0.0317460317460317
Contig15595_1_21333	Contig15595	1	21333	ID=OLUR_00000331;Name=OLUR_00000331;Alias=maker-Contig15595-snap-gene-0.7;Note=Similar to AP3D1: AP-3 complex subunit delta-1 (Bos taurus OX%3D9913);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.450.50,MobiDBLite:mobidb-lite,Pfam:PF06375,SMART:SM01354;SPID=Q865S1;	0.158371040723982
Contig15595_31612_64402	Contig15595	31612	64402	ID=OLUR_00000334;Name=OLUR_00000334;Alias=maker-Contig15595-snap-gene-0.8;Note=Similar to CRYZL1: Quinone oxidoreductase-like protein 1 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.90.180.10,InterPro:IPR011032,InterPro:IPR020843,InterPro:IPR036291,SMART:SM00829,SUPERFAMILY:SSF50129,SUPERFAMILY:SSF51735;Ontology_term=GO:0016491;SPID=O95825;	0.0136986301369863
Contig15595_30617_45561	Contig15595	30617	45561	ID=OLUR_00000333;Name=OLUR_00000333;Alias=maker-Contig15595-snap-gene-0.10;Note=Similar to ITSN1: Intersectin-1 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.238.10,InterPro:IPR000261,InterPro:IPR011992,InterPro:IPR018247,MobiDBLite:mobidb-lite,ProSitePatterns:PS00018,SMART:SM00027,SUPERFAMILY:SSF47473;Ontology_term=GO:0005515;SPID=Q15811;	0.0136986301369863
Contig31979_1_41951	Contig31979	1	41951	ID=OLUR_00000796;Name=OLUR_00000796;Alias=maker-Contig31979-snap-gene-0.2;Note=Similar to AKR1B10: Aldo-keto reductase family 1 member B10 (Homo sapiens OX%3D9606);Dbxref=CDD:cd06660,Gene3D:G3DSA:3.20.20.100,InterPro:IPR018170,InterPro:IPR020471,InterPro:IPR023210,InterPro:IPR036812,PIRSF:PIRSF000097,PRINTS:PR00069,Pfam:PF00248,ProSitePatterns:PS00062,ProSitePatterns:PS00063,ProSitePatterns:PS00798,SUPERFAMILY:SSF51430;Ontology_term=GO:0016491,GO:0055114;SPID=O60218;	0
Contig31979_19459_29742	Contig31979	19459	29742	ID=OLUR_00000797;Name=OLUR_00000797;Alias=maker-Contig31979-snap-gene-0.3;Note=Similar to AKR1D1: 3-oxo-5-beta-steroid 4-dehydrogenase (Homo sapiens OX%3D9606);Dbxref=CDD:cd06660,Gene3D:G3DSA:3.20.20.100,InterPro:IPR018170,InterPro:IPR020471,InterPro:IPR023210,InterPro:IPR036812,PIRSF:PIRSF000097,PRINTS:PR00069,Pfam:PF00248,ProSitePatterns:PS00062,ProSitePatterns:PS00063,ProSitePatterns:PS00798,SUPERFAMILY:SSF51430;Ontology_term=GO:0016491,GO:0055114;SPID=P51857;	0
Contig19208_2534_30026	Contig19208	2534	30026	ID=OLUR_00004745;Name=OLUR_00004745;Alias=maker-Contig19208-snap-gene-0.5;Note=Protein of unknown function;Dbxref=Coils:Coil,InterPro:IPR000048,MobiDBLite:mobidb-lite,Pfam:PF00612,ProSiteProfiles:PS50096;Ontology_term=GO:0005515;	0.0335917312661499
Contig19049_649_19580	Contig19049	649	19580	ID=OLUR_00009843;Name=OLUR_00009843;Alias=maker-Contig19049-snap-gene-0.1;Note=Similar to CERK: Ceramide kinase (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.60.200.40,Gene3D:G3DSA:3.40.50.10330,InterPro:IPR001206,InterPro:IPR002160,InterPro:IPR016064,InterPro:IPR017438,Pfam:PF00781,ProSitePatterns:PS00283,ProSiteProfiles:PS50146,SMART:SM00046,SUPERFAMILY:SSF111331;Ontology_term=GO:0003951,GO:0004866,GO:0016301;SPID=Q8TCT0;	0.0703125
Contig44248_13760_20754	Contig44248	13760	20754	ID=OLUR_00010883;Name=OLUR_00010883;Alias=snap_masked-Contig44248-processed-gene-0.2;Note=Protein of unknown function;	0.0160427807486631
Contig77382_1559_12918	Contig77382	1559	12918	ID=OLUR_00016056;Name=OLUR_00016056;Alias=snap_masked-Contig77382-processed-gene-0.0;Note=Similar to Socs5: Suppressor of cytokine signaling 5 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.505.10,InterPro:IPR000980,InterPro:IPR036860,MobiDBLite:mobidb-lite,Pfam:PF00017,SUPERFAMILY:SSF55550;SPID=O54928;	0.663352272727273
Contig86560_1_4107	Contig86560	1	4107	ID=OLUR_00028944;Name=OLUR_00028944;Alias=maker-Contig86560-snap-gene-0.1;Note=Similar to Melatonin receptor type 1C (Gallus gallus OX%3D9031);Dbxref=CDD:cd00637,Gene3D:G3DSA:1.20.1070.10,InterPro:IPR000276,InterPro:IPR017452,PRINTS:PR00237,Pfam:PF00001,ProSiteProfiles:PS50262,SUPERFAMILY:SSF81321;Ontology_term=GO:0004930,GO:0007186,GO:0016021;SPID=P49288;	0.0163934426229508
Contig68979_1_6634	Contig68979	1	6634	ID=OLUR_00025607;Name=OLUR_00025607;Alias=maker-Contig68979-snap-gene-0.1;Note=Similar to col21a1: Collagen alpha-1(XXI) chain (Xenopus laevis OX%3D8355);Dbxref=CDD:cd01450,Gene3D:G3DSA:3.10.250.10,Gene3D:G3DSA:3.40.50.410,InterPro:IPR001190,InterPro:IPR002035,InterPro:IPR036465,InterPro:IPR036772,PRINTS:PR00453,Pfam:PF00092,ProSiteProfiles:PS50234,ProSiteProfiles:PS50287,SMART:SM00327,SUPERFAMILY:SSF53300,SUPERFAMILY:SSF56487;Ontology_term=GO:0005044,GO:0016020;SPID=Q641F3;	0.140740740740741
Contig5771_224_8904	Contig5771	224	8904	ID=OLUR_00022494;Name=OLUR_00022494;Alias=maker-Contig5771-snap-gene-0.2;Note=Protein of unknown function;	0.0306122448979592
Contig46290_5643_10380	Contig46290	5643	10380	ID=OLUR_00011604;Name=OLUR_00011604;Alias=maker-Contig46290-snap-gene-0.3;Note=Similar to xlrs1: Retinoschisin (Takifugu rubripes OX%3D31033);Dbxref=CDD:cd00057,Gene3D:G3DSA:2.60.120.260,InterPro:IPR000421,InterPro:IPR008979,Pfam:PF00754,ProSitePatterns:PS01286,ProSiteProfiles:PS50022,SUPERFAMILY:SSF49785;SPID=Q9W6R5;	0
Contig22286_1_4583	Contig22286	1	4583	ID=OLUR_00013519;Name=OLUR_00013519;Alias=maker-Contig22286-snap-gene-0.2;Note=Similar to VCAN: Versican core protein (Gallus gallus OX%3D9031);Dbxref=CDD:cd00037,Gene3D:G3DSA:3.10.100.10,InterPro:IPR001304,InterPro:IPR003609,InterPro:IPR016186,InterPro:IPR016187,Pfam:PF00024,Pfam:PF00059,ProSiteProfiles:PS50041,SMART:SM00034,SUPERFAMILY:SSF56436,SUPERFAMILY:SSF57414;SPID=Q90953;	0.0253164556962025
Contig20059_2208_6798	Contig20059	2208	6798	ID=OLUR_00021481;Name=OLUR_00021481;Alias=snap_masked-Contig20059-processed-gene-0.0;Note=Similar to atoh7: Protein atonal homolog 7 (Danio rerio OX%3D7955);Dbxref=CDD:cd00083,Gene3D:G3DSA:4.10.280.10,InterPro:IPR011598,InterPro:IPR036638,MobiDBLite:mobidb-lite,Pfam:PF00010,ProSiteProfiles:PS50888,SMART:SM00353,SUPERFAMILY:SSF47459;Ontology_term=GO:0046983;SPID=Q8AW52;	0.128342245989305
Contig77984_1_2876	Contig77984	1	2876	ID=OLUR_00030408;Name=OLUR_00030408;Alias=maker-Contig77984-snap-gene-0.0;Note=Protein of unknown function;	0
Contig65054_1_12565	Contig65054	1	12565	ID=OLUR_00018024;Name=OLUR_00018024;Alias=maker-Contig65054-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:3.90.190.10,InterPro:IPR000242,InterPro:IPR000387,InterPro:IPR029021,Pfam:PF00102,ProSiteProfiles:PS50055,ProSiteProfiles:PS50056,SUPERFAMILY:SSF52799;Ontology_term=GO:0004725,GO:0006470,GO:0016311,GO:0016791;	0
Contig137374_1_3087	Contig137374	1	3087	ID=OLUR_00030180;Name=OLUR_00030180;Alias=maker-Contig137374-snap-gene-0.1;Note=Similar to TMEM62: Transmembrane protein 62 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.60.21.10,InterPro:IPR004843,InterPro:IPR029052,Pfam:PF00149,SUPERFAMILY:SSF56300;Ontology_term=GO:0016787;SPID=Q0P6H9;	0.024
Contig54225_489_3315	Contig54225	489	3315	ID=OLUR_00029920;Name=OLUR_00029920;Alias=maker-Contig54225-snap-gene-0.2;Note=Similar to MMS19: MMS19 nucleotide excision repair protein homolog (Bos taurus OX%3D9913);Dbxref=InterPro:IPR024687,Pfam:PF12460;SPID=E1BP36;	0.0072992700729927
Contig56005_1_5423	Contig56005	1	5423	ID=OLUR_00026165;Name=OLUR_00026165;Alias=snap_masked-Contig56005-processed-gene-0.0;Note=Similar to tyr-3: Putative tyrosinase-like protein tyr-3 (Caenorhabditis elegans OX%3D6239);Dbxref=Gene3D:G3DSA:1.10.1280.10,InterPro:IPR002227,InterPro:IPR008922,Pfam:PF00264,ProSitePatterns:PS00498,SUPERFAMILY:SSF48056;Ontology_term=GO:0016491;SPID=Q19673;	0.0583333333333333
Contig53020_1_9745	Contig53020	1	9745	ID=OLUR_00017381;Name=OLUR_00017381;Alias=maker-Contig53020-snap-gene-0.1;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:2.60.120.40,InterPro:IPR001073,InterPro:IPR008983,PRINTS:PR00007,Pfam:PF00386,ProSiteProfiles:PS50871,SMART:SM00110,SUPERFAMILY:SSF49842;Ontology_term=GO:0005515;	0.0105633802816901
Contig1439_975_24114	Contig1439	975	24114	ID=OLUR_00007319;Name=OLUR_00007319;Alias=maker-Contig1439-snap-gene-0.2;Note=Protein of unknown function;Dbxref=InterPro:IPR018629,Pfam:PF09815;Ontology_term=GO:0016021;	0.00738916256157635
Contig17267_1_26474	Contig17267	1	26474	ID=OLUR_00007639;Name=OLUR_00007639;Alias=maker-Contig17267-snap-gene-0.3;Note=Protein of unknown function;Dbxref=InterPro:IPR005018,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50836;	0.027190332326284
Contig43080_1848_8319	Contig43080	1848	8319	ID=OLUR_00023264;Name=OLUR_00023264;Alias=maker-Contig43080-snap-gene-0.3;Note=Protein of unknown function;	0.004739336492891
Contig22211_1_14775	Contig22211	1	14775	ID=OLUR_00015728;Name=OLUR_00015728;Alias=maker-Contig22211-snap-gene-0.1;Note=Protein of unknown function;Dbxref=CDD:cd00041,Gene3D:G3DSA:2.60.120.290,InterPro:IPR000859,InterPro:IPR035914,Pfam:PF00431,ProSiteProfiles:PS01180,SUPERFAMILY:SSF49854;	0.167247386759582
Contig632_9166_17381	Contig632	9166	17381	ID=OLUR_00009504;Name=OLUR_00009504;Alias=maker-Contig632-snap-gene-0.2;Note=Protein of unknown function;	0.272401433691756
