id	contig	start	end	notes_gene	fst01
Contig137_32020_47309	Contig137	32020	47309	ID=OLUR_00001909;Name=OLUR_00001909;Alias=maker-Contig137-snap-gene-0.4;Note=Similar to Cdc42: Cdc42 homolog (Drosophila pseudoobscura pseudoobscura OX%3D46245);Dbxref=CDD:cd01874,Gene3D:G3DSA:3.40.50.300,InterPro:IPR001806,InterPro:IPR003578,InterPro:IPR005225,InterPro:IPR027417,InterPro:IPR037874,PRINTS:PR00449,Pfam:PF00071,ProSiteProfiles:PS51420,SMART:SM00173,SMART:SM00174,SMART:SM00175,SMART:SM00176,SUPERFAMILY:SSF52540,TIGRFAM:TIGR00231;Ontology_term=GO:0003924,GO:0005525,GO:0005622,GO:0007264;SPID=Q29HY3;	0.36094674556213
Contig231_22281_37143	Contig231	22281	37143	ID=OLUR_00003912;Name=OLUR_00003912;Alias=maker-Contig231-snap-gene-0.8;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.33502538071066
Contig36401_1067_12885	Contig36401	1067	12885	ID=OLUR_00015446;Name=OLUR_00015446;Alias=maker-Contig36401-snap-gene-0.5;Note=Similar to ATIC: Bifunctional purine biosynthesis protein PURH (Gallus gallus OX%3D9031);Dbxref=Gene3D:G3DSA:1.10.287.440,Gene3D:G3DSA:3.40.140.20,Gene3D:G3DSA:3.40.50.1380,InterPro:IPR002695,InterPro:IPR016193,InterPro:IPR024050,InterPro:IPR024051,InterPro:IPR036914,MobiDBLite:mobidb-lite,Pfam:PF01808,SMART:SM00798,SUPERFAMILY:SSF52335,SUPERFAMILY:SSF53927;Ontology_term=GO:0003824,GO:0003937,GO:0004643,GO:0006164;SPID=P31335;	0.359855334538879
Contig24693_2452_15381	Contig24693	2452	15381	ID=OLUR_00007682;Name=OLUR_00007682;Alias=maker-Contig24693-snap-gene-0.4;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:1.10.533.10,InterPro:IPR000488,InterPro:IPR011029,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50017,SUPERFAMILY:SSF47986;Ontology_term=GO:0005515,GO:0007165;	0.500749625187406
Contig20413_1_17467	Contig20413	1	17467	ID=OLUR_00010706;Name=OLUR_00010706;Alias=maker-Contig20413-snap-gene-0.3;Note=Similar to sll1388: Universal stress protein Sll1388 (Synechocystis sp. (strain PCC 6803 / Kazusa) OX%3D1111708);Dbxref=CDD:cd00293,Coils:Coil,Gene3D:G3DSA:3.40.50.620,InterPro:IPR006015,InterPro:IPR006016,InterPro:IPR014729,PRINTS:PR01438,Pfam:PF00582,SUPERFAMILY:SSF52402;SPID=P74148;	0.472081218274112
Contig120378_1_12836	Contig120378	1	12836	ID=OLUR_00017736;Name=OLUR_00017736;Alias=maker-Contig120378-snap-gene-0.1;Note=Similar to Lrp4: Low-density lipoprotein receptor-related protein 4 (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd00053,Gene3D:G3DSA:2.120.10.30,InterPro:IPR000033,InterPro:IPR011042,Pfam:PF00058,Pfam:PF14670,ProSiteProfiles:PS51120,SMART:SM00135,SUPERFAMILY:SSF57196,SUPERFAMILY:SSF63825;SPID=Q9QYP1;	0.310696095076401
Contig18372_4762_32307	Contig18372	4762	32307	ID=OLUR_00005332;Name=OLUR_00005332;Alias=maker-Contig18372-snap-gene-0.3;Note=Similar to CG1969: Probable glucosamine 6-phosphate N-acetyltransferase (Drosophila melanogaster OX%3D7227);Dbxref=CDD:cd04301,Gene3D:G3DSA:3.40.630.30,InterPro:IPR000182,InterPro:IPR016181,MobiDBLite:mobidb-lite,Pfam:PF00583,SUPERFAMILY:SSF55729;SPID=Q9VAI0;	0.401015228426396
Contig18372_15_22070	Contig18372	15	22070	ID=OLUR_00005331;Name=OLUR_00005331;Alias=maker-Contig18372-snap-gene-0.4;Note=Similar to msrA2: Peptide methionine sulfoxide reductase MsrA 2 (Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX%3D103690);Dbxref=Gene3D:G3DSA:3.30.1060.10,Hamap:MF_01401,InterPro:IPR002569,InterPro:IPR036509,Pfam:PF01625,SUPERFAMILY:SSF55068,TIGRFAM:TIGR00401;Ontology_term=GO:0008113,GO:0055114;SPID=Q8YWD8;	0.401015228426396
Contig63525_1_15598	Contig63525	1	15598	ID=OLUR_00014921;Name=OLUR_00014921;Alias=snap_masked-Contig63525-processed-gene-0.0;Note=Protein of unknown function;	0.424242424242424
Contig87873_2440_12231	Contig87873	2440	12231	ID=OLUR_00018416;Name=OLUR_00018416;Alias=snap_masked-Contig87873-processed-gene-0.0;Note=Similar to Wfdc18: WAP four-disulfide core domain protein 18 (Mus musculus OX%3D10090);Dbxref=CDD:cd00199,Gene3D:G3DSA:3.30.70.960,Gene3D:G3DSA:4.10.75.10,InterPro:IPR000082,InterPro:IPR008197,InterPro:IPR036364,InterPro:IPR036645,PRINTS:PR00003,Pfam:PF00095,Pfam:PF01390,ProSiteProfiles:PS50024,ProSiteProfiles:PS51390,SMART:SM00217,SUPERFAMILY:SSF57256,SUPERFAMILY:SSF82671;Ontology_term=GO:0005576,GO:0030414;SPID=P62810;	0.441860465116279
Contig22638_1974_21770	Contig22638	1974	21770	ID=OLUR_00010225;Name=OLUR_00010225;Alias=maker-Contig22638-snap-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.345794392523365
Contig16387_9646_19277	Contig16387	9646	19277	ID=OLUR_00011877;Name=OLUR_00011877;Alias=snap_masked-Contig16387-processed-gene-0.0;Note=Protein of unknown function;Dbxref=CDD:cd00054,Gene3D:G3DSA:2.10.25.10,InterPro:IPR000152,InterPro:IPR000742,InterPro:IPR001881,InterPro:IPR013032,InterPro:IPR018097,Pfam:PF07645,ProSitePatterns:PS00010,ProSitePatterns:PS01186,ProSitePatterns:PS01187,ProSiteProfiles:PS50026,ProSiteProfiles:PS51257,SMART:SM00179,SUPERFAMILY:SSF57196;Ontology_term=GO:0005509;	0.350340136054422
Contig19983_1_3517	Contig19983	1	3517	ID=OLUR_00029671;Name=OLUR_00029671;Alias=maker-Contig19983-snap-gene-0.1;Note=Similar to DRAM2: DNA damage-regulated autophagy modulator protein 2 (Homo sapiens OX%3D9606);Dbxref=InterPro:IPR019402,MobiDBLite:mobidb-lite,Pfam:PF10277;SPID=Q6UX65;	0.308988764044944
Contig37865_2813_30534	Contig37865	2813	30534	ID=OLUR_00000700;Name=OLUR_00000700;Alias=maker-Contig37865-snap-gene-0.7;Note=Similar to Zcchc2: Zinc finger CCHC domain-containing protein 2 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.1520.10,InterPro:IPR001683,InterPro:IPR036871,MobiDBLite:mobidb-lite,Pfam:PF00787,ProSiteProfiles:PS50195,SMART:SM00312,SUPERFAMILY:SSF64268;Ontology_term=GO:0035091;SPID=Q69ZB8;	0.341991341991342
Contig55653_1_7035	Contig55653	1	7035	ID=OLUR_00023903;Name=OLUR_00023903;Alias=maker-Contig55653-snap-gene-0.1;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.305936073059361
Contig41697_14465_21558	Contig41697	14465	21558	ID=OLUR_00009224;Name=OLUR_00009224;Alias=maker-Contig41697-snap-gene-0.3;Note=Similar to Zcchc10: Zinc finger CCHC domain-containing protein 10 (Rattus norvegicus OX%3D10116);Dbxref=Coils:Coil,InterPro:IPR036875,MobiDBLite:mobidb-lite,Pfam:PF13917,SUPERFAMILY:SSF57756;Ontology_term=GO:0003676,GO:0008270;SPID=Q5EB97;	0.399671052631579
Contig71785_493_17214	Contig71785	493	17214	ID=OLUR_00013503;Name=OLUR_00013503;Alias=snap_masked-Contig71785-processed-gene-0.0;Note=Similar to mib1: E3 ubiquitin-protein ligase mind-bomb (Drosophila melanogaster OX%3D7227);Dbxref=Gene3D:G3DSA:2.30.30.920,Gene3D:G3DSA:3.30.720.50,InterPro:IPR004170,InterPro:IPR010606,InterPro:IPR037197,InterPro:IPR037252,MobiDBLite:mobidb-lite,Pfam:PF02825,Pfam:PF06701,ProSiteProfiles:PS50918,ProSiteProfiles:PS51416,SUPERFAMILY:SSF117839,SUPERFAMILY:SSF159034;Ontology_term=GO:0004842,GO:0016567,GO:0046872;SPID=Q9VUX2;	0.387387387387387
Contig27733_1_14037	Contig27733	1	14037	ID=OLUR_00016499;Name=OLUR_00016499;Alias=snap_masked-Contig27733-processed-gene-0.1;Note=Protein of unknown function;	0.461100569259962
Contig73055_1_6060	Contig73055	1	6060	ID=OLUR_00022476;Name=OLUR_00022476;Alias=maker-Contig73055-snap-gene-0.2;Note=Similar to MEGF6: Multiple epidermal growth factor-like domains protein 6 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.170.300.10;SPID=O75095;	0.579901153212521
Contig55228_1_5622	Contig55228	1	5622	ID=OLUR_00026986;Name=OLUR_00026986;Alias=maker-Contig55228-snap-gene-0.1;Note=Similar to PPARD: Peroxisome proliferator-activated receptor delta (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.565.10,Gene3D:G3DSA:3.30.50.10,InterPro:IPR000536,InterPro:IPR001628,InterPro:IPR001723,InterPro:IPR013088,InterPro:IPR035500,PRINTS:PR00398,Pfam:PF00104,Pfam:PF00105,ProSiteProfiles:PS51030,ProSiteProfiles:PS51843,SMART:SM00399,SMART:SM00430,SUPERFAMILY:SSF48508;Ontology_term=GO:0003677,GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0008270,GO:0043565;SPID=Q03181;	0.501501501501502
Contig50657_1_11990	Contig50657	1	11990	ID=OLUR_00017738;Name=OLUR_00017738;Alias=maker-Contig50657-snap-gene-0.3;Note=Similar to KDM3B: Lysine-specific demethylase 3B (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.60.120.650,InterPro:IPR003347,MobiDBLite:mobidb-lite,Pfam:PF02373,ProSiteProfiles:PS51184,SMART:SM00558,SUPERFAMILY:SSF51197;SPID=Q7LBC6;	0.486821705426357
Contig25393_1_40676	Contig25393	1	40676	ID=OLUR_00003131;Name=OLUR_00003131;Alias=maker-Contig25393-snap-gene-0.3;Note=Similar to PKD1L2: Polycystic kidney disease protein 1-like 2 (Homo sapiens OX%3D9606);Dbxref=CDD:cd00146,Gene3D:G3DSA:2.60.40.10,InterPro:IPR000203,InterPro:IPR000601,InterPro:IPR001024,InterPro:IPR002859,InterPro:IPR013783,InterPro:IPR022409,InterPro:IPR035986,MobiDBLite:mobidb-lite,Pfam:PF00801,Pfam:PF01825,Pfam:PF02010,ProSiteProfiles:PS50093,ProSiteProfiles:PS50095,ProSiteProfiles:PS50221,SMART:SM00089,SMART:SM00303,SUPERFAMILY:SSF49299;Ontology_term=GO:0005515;SPID=Q7Z442;	0.345013477088949
