"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig145217_1_1380"	"Contig145217"	"1"	"1380"	0.464683741791971
"Contig145323_202_5787"	"Contig145323"	"202"	"5787"	0.000516418675729028
"Contig1460_1_26671"	"Contig1460"	"1"	"26671"	0.613982190907672
"Contig146162_1_2023"	"Contig146162"	"1"	"2023"	0.583122004872954
"Contig1486_1_35578"	"Contig1486"	"1"	"35578"	0.0216880088816735
"Contig149488_1_1799"	"Contig149488"	"1"	"1799"	0.000854294117597173
"Contig149750_1_6130"	"Contig149750"	"1"	"6130"	0.380802844535971
"Contig151161_500_4418"	"Contig151161"	"500"	"4418"	0.0340092709047932
"Contig152_4965_37832"	"Contig152"	"4965"	"37832"	0.884371841312947
"Contig15328_1845_11228"	"Contig15328"	"1845"	"11228"	0.627535851803526
"Contig15598_2992_15105"	"Contig15598"	"2992"	"15105"	0.742868323772154
"Contig15653_1_16633"	"Contig15653"	"1"	"16633"	0.7726269268152
"Contig15756_42860_66165"	"Contig15756"	"42860"	"66165"	0.478911890938452
"Contig158_11273_38223"	"Contig158"	"11273"	"38223"	0.501986160449067
"Contig1583_17417_40768"	"Contig1583"	"17417"	"40768"	0.0039359914816651
"Contig158725_1_4021"	"Contig158725"	"1"	"4021"	0.0779612567885688
"Contig15905_1_15190"	"Contig15905"	"1"	"15190"	0.0514955882240857
"Contig15905_1_35236"	"Contig15905"	"1"	"35236"	0.0514955882240857
"Contig15921_14738_25517"	"Contig15921"	"14738"	"25517"	0.0651864521014616
"Contig15921_27796_36080"	"Contig15921"	"27796"	"36080"	0.352027972515924
"Contig15926_1_4272"	"Contig15926"	"1"	"4272"	0.00391724054529342
"Contig15979_1_19233"	"Contig15979"	"1"	"19233"	0.231180149004843
"Contig15981_1_12652"	"Contig15981"	"1"	"12652"	0.110850627176247
"Contig16020_5912_36501"	"Contig16020"	"5912"	"36501"	0.223451463859225
"Contig16025_1_11700"	"Contig16025"	"1"	"11700"	0.0522969449294728
"Contig16063_563_35013"	"Contig16063"	"563"	"35013"	0.00362042562758519
"Contig161100_1_4573"	"Contig161100"	"1"	"4573"	0.367079726705452
"Contig16111_1_17780"	"Contig16111"	"1"	"17780"	0.0224549003449113
"Contig16203_1_18094"	"Contig16203"	"1"	"18094"	0.0637257213084258
"Contig16203_1_9391"	"Contig16203"	"1"	"9391"	0.0637257213084258
"Contig162267_1_8239"	"Contig162267"	"1"	"8239"	0.0201314468770066
"Contig1625_19_12237"	"Contig1625"	"19"	"12237"	0.286621435833907
"Contig16315_3790_36924"	"Contig16315"	"3790"	"36924"	0.0728517443245457
"Contig1646_1_29172"	"Contig1646"	"1"	"29172"	0.560280593655799
"Contig16537_985_14957"	"Contig16537"	"985"	"14957"	0.521894417077466
"Contig16677_1_23686"	"Contig16677"	"1"	"23686"	0.0840501998777226
"Contig16685_1_10531"	"Contig16685"	"1"	"10531"	0.669503497546057
"Contig167320_1_3400"	"Contig167320"	"1"	"3400"	0.00136374034363982
"Contig1676_862_11469"	"Contig1676"	"862"	"11469"	0.622127779383184
"Contig16769_3126_14353"	"Contig16769"	"3126"	"14353"	0.53540868030365
"Contig1681_1_19306"	"Contig1681"	"1"	"19306"	0.012747612095939
"Contig1681_15801_21716"	"Contig1681"	"15801"	"21716"	0.143653490717372
"Contig168349_1193_7717"	"Contig168349"	"1193"	"7717"	0.600549643834721
"Contig16845_1_7814"	"Contig16845"	"1"	"7814"	0.128693337406466
"Contig16846_1_8383"	"Contig16846"	"1"	"8383"	0.749754621491495
"Contig16849_3430_10727"	"Contig16849"	"3430"	"10727"	0.0389278663833032
"Contig16849_6810_11100"	"Contig16849"	"6810"	"11100"	0.0553373099646557
"Contig16849_7214_11639"	"Contig16849"	"7214"	"11639"	0.178256863762341
"Contig16849_7680_12340"	"Contig16849"	"7680"	"12340"	0.76384944728763
"Contig16850_1_1883"	"Contig16850"	"1"	"1883"	0.343629049430524
"Contig1690_1_6702"	"Contig1690"	"1"	"6702"	0.41200322043357
"Contig16916_3259_40767"	"Contig16916"	"3259"	"40767"	0.0160883809039598
"Contig169200_1_5038"	"Contig169200"	"1"	"5038"	0.40498293589973
"Contig169200_1519_7195"	"Contig169200"	"1519"	"7195"	0.40498293589973
"Contig16933_16986_37328"	"Contig16933"	"16986"	"37328"	0.873164455554135
"Contig17038_1_17107"	"Contig17038"	"1"	"17107"	0.39366640354981
"Contig17038_3327_22018"	"Contig17038"	"3327"	"22018"	0.500720756373187
"Contig17057_11625_33475"	"Contig17057"	"11625"	"33475"	0.218157769283389
"Contig17057_19428_25925"	"Contig17057"	"19428"	"25925"	0.218157769283389
"Contig17058_812_13526"	"Contig17058"	"812"	"13526"	0.491301815485422
"Contig17091_12726_47132"	"Contig17091"	"12726"	"47132"	0.0777794215367085
"Contig17101_11138_21699"	"Contig17101"	"11138"	"21699"	0.257490607383552
"Contig17101_13940_21241"	"Contig17101"	"13940"	"21241"	0.324418251057901
"Contig17101_18155_31839"	"Contig17101"	"18155"	"31839"	0.815223840276392
"Contig17101_2064_9196"	"Contig17101"	"2064"	"9196"	0.678723802237155
"Contig17101_7709_14434"	"Contig17101"	"7709"	"14434"	0.000273238613760056
"Contig1719_8741_20281"	"Contig1719"	"8741"	"20281"	0.0703284560281492
"Contig17191_3796_27539"	"Contig17191"	"3796"	"27539"	0.198281442022421
"Contig17237_1_4375"	"Contig17237"	"1"	"4375"	0.404715098729364
"Contig17237_1530_9742"	"Contig17237"	"1530"	"9742"	0.404715098729364
"Contig17280_23791_35334"	"Contig17280"	"23791"	"35334"	0.856828128014863
"Contig172882_34_13846"	"Contig172882"	"34"	"13846"	0.532601609622912
"Contig17292_3386_9690"	"Contig17292"	"3386"	"9690"	0.141506180900677
"Contig1730_759_17043"	"Contig1730"	"759"	"17043"	0.483279714340664
"Contig17378_17523_27377"	"Contig17378"	"17523"	"27377"	0.449145727285966
"Contig17413_1_18216"	"Contig17413"	"1"	"18216"	0.109949217503166
"Contig174566_1_14539"	"Contig174566"	"1"	"14539"	0.0276370741346682
"Contig1750_2974_17934"	"Contig1750"	"2974"	"17934"	0.432343334035048
"Contig17564_1_14638"	"Contig17564"	"1"	"14638"	0.702024793202698
"Contig17564_22629_27208"	"Contig17564"	"22629"	"27208"	0.786423637130268
"Contig17570_556_10093"	"Contig17570"	"556"	"10093"	0.433198782489859
"Contig17598_61857_81668"	"Contig17598"	"61857"	"81668"	0.460008956877645
"Contig17603_55580_69665"	"Contig17603"	"55580"	"69665"	0.818835644197005
"Contig17607_840_9974"	"Contig17607"	"840"	"9974"	0.758433835408854
"Contig17648_17123_43520"	"Contig17648"	"17123"	"43520"	0.00682344932001802
"Contig17650_1_5384"	"Contig17650"	"1"	"5384"	0.106549140501378
"Contig17651_1_6218"	"Contig17651"	"1"	"6218"	0.536406627152722
"Contig177178_1_12519"	"Contig177178"	"1"	"12519"	0.736333463361157
"Contig17782_1_17849"	"Contig17782"	"1"	"17849"	0.246285663554801
"Contig17786_1_21754"	"Contig17786"	"1"	"21754"	0.0434645694624255
"Contig17791_29233_58373"	"Contig17791"	"29233"	"58373"	0.654424644092075
"Contig17839_1_10038"	"Contig17839"	"1"	"10038"	0.749966425971961
"Contig17925_1_18528"	"Contig17925"	"1"	"18528"	0.632001688137043
"Contig17946_15785_26322"	"Contig17946"	"15785"	"26322"	0.0200313509569543
"Contig17966_13916_28806"	"Contig17966"	"13916"	"28806"	0.0163248195399038
"Contig17968_1_18119"	"Contig17968"	"1"	"18119"	0.607832504769655
"Contig17969_3457_17423"	"Contig17969"	"3457"	"17423"	0.370707376768703
"Contig180_14439_26690"	"Contig180"	"14439"	"26690"	0.269596620964367
"Contig1803_3818_13825"	"Contig1803"	"3818"	"13825"	0.0624518748805134
"Contig18086_1_10669"	"Contig18086"	"1"	"10669"	0.351847923061431
"Contig18120_31874_63469"	"Contig18120"	"31874"	"63469"	0.00268309829266124
"Contig18120_42205_71910"	"Contig18120"	"42205"	"71910"	0.00268309829266124
"Contig18125_1_46574"	"Contig18125"	"1"	"46574"	0.0115348744697166
"Contig18367_1_6685"	"Contig18367"	"1"	"6685"	0.505062321442698
"Contig18383_1121_13429"	"Contig18383"	"1121"	"13429"	0.422166723226722
"Contig18389_1_26722"	"Contig18389"	"1"	"26722"	0.183415197447894
"Contig18485_27692_52779"	"Contig18485"	"27692"	"52779"	0.773317401039329
"Contig18493_2286_31502"	"Contig18493"	"2286"	"31502"	0.562871441775056
"Contig1851_2256_17370"	"Contig1851"	"2256"	"17370"	0.0401342848382695
"Contig1851_5036_21530"	"Contig1851"	"5036"	"21530"	0.0317621649973916
"Contig18625_1_15210"	"Contig18625"	"1"	"15210"	0.656277629799895
"Contig18625_11959_32053"	"Contig18625"	"11959"	"32053"	0.638423817283048
"Contig18637_3829_10936"	"Contig18637"	"3829"	"10936"	7.77785242891927e-05
"Contig18716_53219_78277"	"Contig18716"	"53219"	"78277"	0.674526114726603
"Contig1877_1_7981"	"Contig1877"	"1"	"7981"	0.27729658542125
"Contig1880_10866_39851"	"Contig1880"	"10866"	"39851"	0.134001134129597
"Contig18860_520_14660"	"Contig18860"	"520"	"14660"	0.266800740259602
"Contig18889_21635_54362"	"Contig18889"	"21635"	"54362"	0.366049271492958
"Contig18896_19473_72177"	"Contig18896"	"19473"	"72177"	0.00100331954421573
"Contig18905_1_44556"	"Contig18905"	"1"	"44556"	0.0527105796144082
"Contig18915_1_9214"	"Contig18915"	"1"	"9214"	0.498000337400659
"Contig19003_15608_29192"	"Contig19003"	"15608"	"29192"	0.570670885003274
"Contig19022_19084_44557"	"Contig19022"	"19084"	"44557"	0.299785318343731
"Contig19024_4615_13434"	"Contig19024"	"4615"	"13434"	0.0118635306148537
"Contig19050_1_15272"	"Contig19050"	"1"	"15272"	0.0374635818833106
"Contig19114_1_29165"	"Contig19114"	"1"	"29165"	0.822217519878881
"Contig191637_1_6527"	"Contig191637"	"1"	"6527"	0.00621303299592051
"Contig19180_1_40694"	"Contig19180"	"1"	"40694"	0.483613557636662
"Contig19214_47701_57333"	"Contig19214"	"47701"	"57333"	0.135938395488431
"Contig19230_22386_51228"	"Contig19230"	"22386"	"51228"	0.170933760621773
"Contig19277_1_23216"	"Contig19277"	"1"	"23216"	0.580428204848187
"Contig19277_28844_42434"	"Contig19277"	"28844"	"42434"	0.752352115539009
"Contig193_1_30989"	"Contig193"	"1"	"30989"	0.421305927477489
"Contig19311_1_8516"	"Contig19311"	"1"	"8516"	0.00493639404906174
"Contig19311_5991_21041"	"Contig19311"	"5991"	"21041"	0.15327595381985
"Contig19313_1_4278"	"Contig19313"	"1"	"4278"	0.26440055753384
"Contig19320_3111_7864"	"Contig19320"	"3111"	"7864"	0.095899235677354
"Contig19386_2703_23058"	"Contig19386"	"2703"	"23058"	0.0163863501565057
"Contig19486_1_17575"	"Contig19486"	"1"	"17575"	0.835655641384778
"Contig19512_1_23129"	"Contig19512"	"1"	"23129"	0.481065672641546
"Contig195594_1_4542"	"Contig195594"	"1"	"4542"	0.640662015200312
"Contig1962_1_13230"	"Contig1962"	"1"	"13230"	0.192253176290964
"Contig19628_1_18977"	"Contig19628"	"1"	"18977"	0.0102238842619783
"Contig19662_1_9127"	"Contig19662"	"1"	"9127"	0.0410795118167289
"Contig19670_1_22958"	"Contig19670"	"1"	"22958"	0.691383579743743
"Contig19670_5681_22483"	"Contig19670"	"5681"	"22483"	0.691383579743743
"Contig19704_11535_21904"	"Contig19704"	"11535"	"21904"	0.198208741800933
"Contig19704_15396_27066"	"Contig19704"	"15396"	"27066"	0.198208741800933
"Contig19785_11007_18663"	"Contig19785"	"11007"	"18663"	0.241335736020366
"Contig19785_17453_29541"	"Contig19785"	"17453"	"29541"	0.696862208654998
"Contig19797_17831_25826"	"Contig19797"	"17831"	"25826"	0.648342332888268
"Contig19797_21851_35076"	"Contig19797"	"21851"	"35076"	0.333442319977953
"Contig19797_22620_35076"	"Contig19797"	"22620"	"35076"	0.333442319977953
"Contig19797_6879_25490"	"Contig19797"	"6879"	"25490"	0.66956696383087
"Contig19827_1_5740"	"Contig19827"	"1"	"5740"	0.0360351897728367
"Contig19837_156_8745"	"Contig19837"	"156"	"8745"	0.56375727065423
"Contig19986_4874_44004"	"Contig19986"	"4874"	"44004"	0.39388266696747
"Contig19997_1222_8585"	"Contig19997"	"1222"	"8585"	0.0210769469620046
"Contig201_1_32247"	"Contig201"	"1"	"32247"	0.291723878778739
"Contig2013_1537_7811"	"Contig2013"	"1537"	"7811"	0.20459716308866
"Contig20179_1_4175"	"Contig20179"	"1"	"4175"	0.378438375798352
"Contig20179_1793_26127"	"Contig20179"	"1793"	"26127"	0.356135522323191
"Contig20180_1_8836"	"Contig20180"	"1"	"8836"	0.599624790683585
"Contig202_4642_35193"	"Contig202"	"4642"	"35193"	0.238123728117031
"Contig20225_9072_15854"	"Contig20225"	"9072"	"15854"	0.140584296305425
"Contig202423_1_7942"	"Contig202423"	"1"	"7942"	0.46682400489162
"Contig20297_3047_24189"	"Contig20297"	"3047"	"24189"	0.135135464407857
"Contig20345_21479_42658"	"Contig20345"	"21479"	"42658"	0.28780490657144
"Contig20371_1_3491"	"Contig20371"	"1"	"3491"	0.224650701939351
"Contig20453_5270_42854"	"Contig20453"	"5270"	"42854"	0.0607418115303391
"Contig20472_17063_49388"	"Contig20472"	"17063"	"49388"	0.000508912542375992
"Contig20498_1_22650"	"Contig20498"	"1"	"22650"	0.136448733034703
"Contig20569_25098_35436"	"Contig20569"	"25098"	"35436"	0.906223226621501
"Contig20570_248_25683"	"Contig20570"	"248"	"25683"	0.735502724665455
"Contig20581_6866_31859"	"Contig20581"	"6866"	"31859"	0.0390127550002583
"Contig20584_1_13630"	"Contig20584"	"1"	"13630"	0.168607138512797
"Contig20633_16661_25690"	"Contig20633"	"16661"	"25690"	0.0102925422476827
"Contig20655_7229_20909"	"Contig20655"	"7229"	"20909"	0.172692757619558
"Contig20707_1_12854"	"Contig20707"	"1"	"12854"	0.00014313376094677
"Contig20767_19070_36176"	"Contig20767"	"19070"	"36176"	0.72100697870215
"Contig20863_1_18565"	"Contig20863"	"1"	"18565"	0.0980020048001366
"Contig20866_1_16729"	"Contig20866"	"1"	"16729"	0.711103066730313
"Contig20896_1_17768"	"Contig20896"	"1"	"17768"	0.0644582488147718
"Contig20905_1_10935"	"Contig20905"	"1"	"10935"	0.602547114100164
"Contig20905_15608_45768"	"Contig20905"	"15608"	"45768"	0.602909450628567
"Contig20989_1_21390"	"Contig20989"	"1"	"21390"	0.251508369897763
"Contig20992_1_46756"	"Contig20992"	"1"	"46756"	0.407379676740252
"Contig20994_14874_49435"	"Contig20994"	"14874"	"49435"	0.682946183192894
"Contig20996_1201_29065"	"Contig20996"	"1201"	"29065"	0.598726865312164
"Contig21104_1_13209"	"Contig21104"	"1"	"13209"	0.00109663893297263
"Contig21183_1_23698"	"Contig21183"	"1"	"23698"	0.00897592984238728
"Contig2122_3840_9075"	"Contig2122"	"3840"	"9075"	0.0423021222180688
"Contig21241_3279_9344"	"Contig21241"	"3279"	"9344"	0.460313077793334
"Contig212495_1_5976"	"Contig212495"	"1"	"5976"	6.65018869116769e-06
"Contig21274_1_26395"	"Contig21274"	"1"	"26395"	0.933580294555973
"Contig212811_1_5280"	"Contig212811"	"1"	"5280"	0.0497029441760733
"Contig2132_4572_27619"	"Contig2132"	"4572"	"27619"	0.21880949510271
"Contig21345_1_8595"	"Contig21345"	"1"	"8595"	0.775665343028727
"Contig213876_2826_8048"	"Contig213876"	"2826"	"8048"	0.025172822283627
"Contig214577_1_15607"	"Contig214577"	"1"	"15607"	0.000711721890502586
"Contig215201_5600_8365"	"Contig215201"	"5600"	"8365"	0.112573828387296
"Contig21533_1_9182"	"Contig21533"	"1"	"9182"	0.429930453280057
"Contig21665_23629_39347"	"Contig21665"	"23629"	"39347"	0.00167798303545728
"Contig21714_398_8895"	"Contig21714"	"398"	"8895"	0.0418466839304928
"Contig21716_8976_27444"	"Contig21716"	"8976"	"27444"	0.679331486202246
"Contig21801_1_20859"	"Contig21801"	"1"	"20859"	0.450669673840754
"Contig21816_14451_42300"	"Contig21816"	"14451"	"42300"	0.585211782949174
"Contig21816_1941_38734"	"Contig21816"	"1941"	"38734"	0.585211782949174
"Contig21828_37578_64645"	"Contig21828"	"37578"	"64645"	0.150452681489159
"Contig21845_1_22918"	"Contig21845"	"1"	"22918"	0.391174408260841
"Contig21897_1_22045"	"Contig21897"	"1"	"22045"	0.48054010481075
"Contig21930_1_18417"	"Contig21930"	"1"	"18417"	0.132308335311661
"Contig21936_1_12967"	"Contig21936"	"1"	"12967"	0.504878701700814
"Contig21999_810_21631"	"Contig21999"	"810"	"21631"	0.385485456693595
"Contig22061_2052_34963"	"Contig22061"	"2052"	"34963"	0.0321952994991884
"Contig22083_109_9410"	"Contig22083"	"109"	"9410"	0.26652479758786
"Contig22092_2223_8076"	"Contig22092"	"2223"	"8076"	0.579116519835945
"Contig22135_21049_26994"	"Contig22135"	"21049"	"26994"	0.0702982507469497
"Contig22138_1_23639"	"Contig22138"	"1"	"23639"	0.342165141047698
"Contig22140_35350_60432"	"Contig22140"	"35350"	"60432"	6.10482568825414e-06
"Contig22141_12507_38579"	"Contig22141"	"12507"	"38579"	0.685852595467337
"Contig22141_1428_22199"	"Contig22141"	"1428"	"22199"	0.107951721631354
"Contig22143_1_11844"	"Contig22143"	"1"	"11844"	0.0824604627668876
"Contig22223_1_30315"	"Contig22223"	"1"	"30315"	0.0443354022984116
"Contig22249_1_2372"	"Contig22249"	"1"	"2372"	0.182919570305339
"Contig22276_1_49985"	"Contig22276"	"1"	"49985"	0.316381121927931
"Contig22383_1_34980"	"Contig22383"	"1"	"34980"	0.657179864559401
"Contig224_27917_40757"	"Contig224"	"27917"	"40757"	0.0452880567836201
"Contig22486_1441_23823"	"Contig22486"	"1441"	"23823"	0.066980241296564
"Contig22489_1_13993"	"Contig22489"	"1"	"13993"	0.00526601292400195
"Contig225_725_33102"	"Contig225"	"725"	"33102"	0.0780563448071902
"Contig22543_2494_11675"	"Contig22543"	"2494"	"11675"	0.127103766428761
"Contig22548_1_52013"	"Contig22548"	"1"	"52013"	0.0391095944484
"Contig22561_1_17823"	"Contig22561"	"1"	"17823"	0.0558277973233502
"Contig2259_1_7347"	"Contig2259"	"1"	"7347"	0.0496347028238273
"Contig226_18265_26032"	"Contig226"	"18265"	"26032"	0.189853848688458
"Contig22608_1_3184"	"Contig22608"	"1"	"3184"	0.26263868595353
"Contig22638_1974_21770"	"Contig22638"	"1974"	"21770"	0.134117770133014
"Contig22654_1_42632"	"Contig22654"	"1"	"42632"	0.0835631560282121
"Contig22659_1_21911"	"Contig22659"	"1"	"21911"	0.53487900747929
"Contig22692_1_28199"	"Contig22692"	"1"	"28199"	0.253378313059656
"Contig22699_5821_18068"	"Contig22699"	"5821"	"18068"	0.29264742903772
"Contig22721_19520_24649"	"Contig22721"	"19520"	"24649"	0.0625098578085148
"Contig22757_8454_25624"	"Contig22757"	"8454"	"25624"	0.253035399239992
"Contig22772_1_9180"	"Contig22772"	"1"	"9180"	0.561383967346609
"Contig22778_14623_31558"	"Contig22778"	"14623"	"31558"	0.374984886100037
"Contig22790_15663_24282"	"Contig22790"	"15663"	"24282"	0.216234227369162
"Contig22790_16834_29195"	"Contig22790"	"16834"	"29195"	0.216234227369162
"Contig22797_47470_86377"	"Contig22797"	"47470"	"86377"	0.0403670140072922
"Contig22907_1_23039"	"Contig22907"	"1"	"23039"	0.737142558239383
"Contig22933_1_11491"	"Contig22933"	"1"	"11491"	0.380888135883113
"Contig22935_175_31795"	"Contig22935"	"175"	"31795"	0.0382108625649127
"Contig22963_1_20589"	"Contig22963"	"1"	"20589"	0.173472088262873
"Contig22998_1_11835"	"Contig22998"	"1"	"11835"	0.523405052103475
"Contig23063_3165_16705"	"Contig23063"	"3165"	"16705"	0.734792560841607
"Contig23064_1_7590"	"Contig23064"	"1"	"7590"	0.00311874476894113
"Contig23065_1_5594"	"Contig23065"	"1"	"5594"	0.388604672671903
