id	contig	locus	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0	alpha1	se_alpha1	qvalues	pvalues	significant	numCs1	numCs2	numCs3	numCs4	numCs5	numCs6	numCs7	numCs8	numCs9	numCs10	numCs11	numCs12	numCs13	numCs14	numCs15	numCs16	numCs17	numCs18
Contig182184_4756	Contig182184	4756	18	2.449e-01	-1.067e+00	2.062e-01	2.276e-07	7.180e-01	2.337e-01	4.343e+01	3.520e+01	1.731e+01	4.976e+00	6.037e+00	8.396e-01	0.00375534379419752	2.276e-07	TRUE	6	9	8	2	1	2	6	7	7	6	10	5	12	18	12	13	6	5
Contig18625_12636	Contig18625	12636	18	2.535e-01	-5.225e-01	1.153e-01	5.853e-06	7.695e-01	1.853e-01	1.250e+01	1.913e+01	1.241e+01	2.514e+00	2.071e+00	5.626e-01	0.0236383406520945	5.853e-06	TRUE	16	8	17	13	12	12	15	8	19	24	31	12	29	30	19	37	24	15
Contig19003_17975	Contig19003	17975	18	2.424e-01	4.378e-01	1.085e-01	5.442e-05	7.574e-01	1.959e-01	1.041e+01	1.303e+01	-3.143e+00	1.654e+00	-1.273e+00	5.091e-01	0.0911946507250582	5.442e-05	TRUE	18	18	26	25	17	14	19	24	26	37	38	19	33	38	43	43	27	24
Contig19512_11587	Contig19512	11587	18	1.727e-01	-3.992e-01	9.430e-02	2.306e-05	8.861e-01	2.408e-02	8.064e+01	3.168e+01	1.273e+01	2.398e+00	9.047e-01	2.638e-01	0.0588844758256199	2.306e-05	TRUE	18	15	13	22	7	11	18	14	20	36	17	14	9	11	34	23	19	9
Contig19593_33129	Contig19593	33129	18	2.773e-01	-6.853e-01	1.629e-01	2.596e-05	7.397e-01	2.249e-01	1.575e+01	2.171e+01	9.627e+00	2.585e+00	5.163e+00	1.088e+00	0.0610383255767738	2.596e-05	TRUE	6	7	6	4	5	4	9	6	8	11	3	4	12	14	9	12	4	5
Contig19627_6364	Contig19627	6364	18	3.767e-01	-6.134e-01	1.111e-01	3.352e-08	5.458e-01	2.867e-01	4.355e+00	8.168e+00	7.421e+00	1.920e+00	4.154e+00	6.247e-01	0.00102713319844308	3.352e-08	TRUE	5	5	6	3	5	6	6	4	6	9	3	5	8	8	3	2	4	9
Contig19783_13837	Contig19783	13837	18	2.430e-01	-6.438e-01	1.096e-01	4.307e-09	7.694e-01	2.278e-01	1.788e+01	2.197e+01	1.301e+01	2.121e+00	2.805e+00	6.079e-01	0.000230959418256715	4.307e-09	TRUE	6	8	22	16	11	3	17	12	17	16	34	2	16	14	9	24	26	6
Contig20569_15826	Contig20569	15826	18	1.954e-01	-5.121e-01	1.141e-01	7.232e-06	8.532e-01	1.619e-01	4.398e+01	3.532e+01	6.752e+00	2.289e+00	4.103e+00	8.569e-01	0.0258540130459339	7.232e-06	TRUE	11	6	12	4	5	10	16	11	17	21	8	17	16	22	16	15	25	10
Contig209185_490	Contig209185	490	18	2.606e-01	5.446e-01	1.167e-01	3.079e-06	7.290e-01	2.539e-01	1.483e+01	1.963e+01	-5.304e+00	2.343e+00	-1.083e+00	5.543e-01	0.0185182228398697	3.079e-06	TRUE	8	8	5	4	7	10	7	8	16	4	2	7	13	15	10	8	10	17
Contig209268_12150	Contig209268	12150	18	3.225e-01	-8.519e-01	1.448e-01	4.035e-09	7.121e-01	2.433e-01	7.201e+00	1.184e+01	9.947e+00	2.675e+00	6.175e+00	9.210e-01	0.000230959418256715	4.035e-09	TRUE	10	8	7	6	6	1	10	6	8	8	5	5	5	10	5	9	12	8
Contig209798_11409	Contig209798	11409	18	2.442e-01	-6.305e-01	1.376e-01	4.588e-06	8.302e-01	1.745e-01	2.646e+01	2.941e+01	1.451e+01	2.914e+00	2.920e+00	9.077e-01	0.0199776421733775	4.588e-06	TRUE	14	10	8	13	10	10	9	11	8	8	8	12	11	14	10	26	7	9
Contig21509_15623	Contig21509	15623	18	3.091e-01	9.367e-01	2.326e-01	5.638e-05	6.999e-01	2.659e-01	1.253e+01	2.022e+01	-8.056e+00	3.438e+00	-2.607e+00	7.224e-01	0.091616128791844	5.638e-05	TRUE	7	8	8	7	9	8	11	6	13	6	2	12	19	17	2	12	9	10
Contig217_19996	Contig217	19996	18	1.862e-01	4.641e-01	1.024e-01	5.824e-06	8.805e-01	1.775e-01	4.734e+01	3.338e+01	-6.457e+00	2.580e+00	-8.739e-01	3.791e-01	0.0236383406520945	5.824e-06	TRUE	15	11	14	7	17	5	13	5	7	1	31	6	15	27	21	26	18	11
Contig21816_52151	Contig21816	52151	18	1.935e-01	-6.926e-01	1.654e-01	2.829e-05	8.802e-01	1.415e-01	3.228e+01	3.316e+01	1.276e+01	2.328e+00	3.915e+00	1.216e+00	0.0619195324410898	2.829e-05	TRUE	15	9	9	9	5	4	8	7	5	3	4	8	19	25	23	19	7	9
Contig22638_5281	Contig22638	5281	18	1.821e-01	-5.818e-01	1.231e-01	2.288e-06	8.342e-01	6.631e-02	5.881e+01	3.287e+01	3.773e+00	2.399e+00	2.917e+00	5.226e-01	0.0167521992717431	2.288e-06	TRUE	7	0	0	0	0	0	0	10	0	8	17	9	10	15	0	0	0	9
Contig22841_17574	Contig22841	17574	18	4.143e-01	4.950e-01	9.925e-02	6.109e-07	6.901e-01	2.607e-01	3.443e+00	7.170e+00	-5.481e+00	1.432e+00	-1.287e+00	4.159e-01	0.00689663625251559	6.109e-07	TRUE	8	9	11	7	8	6	15	5	9	11	7	7	13	13	13	21	12	5
Contig23249_3681	Contig23249	3681	18	2.758e-01	5.758e-01	1.381e-01	3.053e-05	7.909e-01	2.040e-01	1.137e+01	1.557e+01	-6.257e+00	2.481e+00	-1.487e+00	4.678e-01	0.0632765529470452	3.053e-05	TRUE	3	8	7	8	6	8	5	4	12	10	4	8	10	18	14	9	5	4
Contig24387_8125	Contig24387	8125	18	2.819e-01	6.973e-01	1.346e-01	2.195e-07	5.721e-01	2.661e-01	1.776e+01	2.578e+01	-6.403e+00	3.117e+00	-1.853e+00	6.302e-01	0.00375534379419752	2.195e-07	TRUE	5	8	9	7	6	6	6	10	15	3	6	11	7	5	5	5	8	12
Contig24446_20715	Contig24446	20715	18	3.308e-01	-6.167e-01	1.544e-01	6.532e-05	6.986e-01	2.667e-01	7.659e+00	1.325e+01	8.608e+00	2.383e+00	4.167e+00	1.043e+00	0.0986685232394602	6.532e-05	TRUE	6	2	7	7	3	2	6	6	13	5	5	8	11	8	5	9	8	4
Contig24722_416	Contig24722	416	18	2.548e-01	4.847e-01	1.143e-01	2.242e-05	6.964e-01	2.603e-01	7.944e+00	1.044e+01	-5.984e+00	1.916e+00	-3.647e-01	6.740e-01	0.0579399761924751	2.242e-05	TRUE	13	8	16	12	6	9	16	12	16	32	19	9	25	14	24	30	19	7
Contig24745_37011	Contig24745	37011	18	3.143e-01	-4.708e-01	1.021e-01	3.981e-06	7.233e-01	2.629e-01	7.050e+00	1.210e+01	9.733e+00	1.679e+00	2.584e+00	7.167e-01	0.0199776421733775	3.981e-06	TRUE	16	11	17	15	10	10	17	9	17	17	18	12	21	28	24	17	15	15
Contig24877_5276	Contig24877	5276	18	4.087e-01	2.291e-01	5.261e-02	1.326e-05	7.400e-01	2.404e-01	2.615e+00	5.386e+00	-2.557e+00	9.858e-01	-6.853e-01	2.305e-01	0.0390207858433601	1.326e-05	TRUE	7	8	11	6	7	5	2	2	8	9	14	6	17	22	16	27	8	8
Contig25354_2537	Contig25354	2537	18	2.207e-01	6.708e-01	1.653e-01	4.96e-05	6.821e-01	2.411e-01	2.807e+01	2.717e+01	-8.374e+00	3.271e+00	-2.240e+00	5.850e-01	0.0857987158604002	4.96e-05	TRUE	8	10	7	13	9	5	11	8	7	4	10	3	13	19	7	5	1	0
Contig26164_918	Contig26164	918	18	1.910e-01	3.608e-01	8.864e-02	4.68e-05	8.797e-01	9.478e-02	4.445e+01	3.306e+01	-1.771e+00	2.217e+00	-1.447e+00	5.914e-01	0.0836537479638902	4.68e-05	TRUE	6	8	11	5	3	9	5	3	13	6	5	12	20	13	26	6	10	13
Contig26927_10644	Contig26927	10644	18	2.774e-01	6.290e-01	1.332e-01	2.341e-06	7.115e-01	2.220e-01	1.439e+01	1.983e+01	-6.266e+00	2.233e+00	-1.418e+00	6.022e-01	0.0167521992717431	2.341e-06	TRUE	6	7	7	6	7	6	4	12	10	6	3	7	10	10	13	7	5	11
Contig27602_16194	Contig27602	16194	18	3.160e-01	3.650e-01	7.925e-02	4.103e-06	6.515e-01	2.631e-01	5.282e+00	1.096e+01	-1.965e+00	1.613e+00	-1.116e+00	3.377e-01	0.0199776421733775	4.103e-06	TRUE	18	14	14	21	16	10	24	13	25	22	12	17	25	30	22	23	27	12
Contig27837_6577	Contig27837	6577	18	2.946e-01	4.199e-01	9.002e-02	3.094e-06	7.046e-01	2.571e-01	6.274e+00	1.101e+01	-2.753e+00	1.673e+00	-1.069e+00	4.110e-01	0.0185182228398697	3.094e-06	TRUE	18	18	18	22	13	9	24	18	25	37	21	25	35	39	31	40	26	21
Contig28269_1650	Contig28269	1650	18	2.187e-01	-5.042e-01	1.253e-01	5.702e-05	7.342e-01	2.130e-01	2.700e+01	2.817e+01	8.628e+00	2.238e+00	3.288e+00	7.634e-01	0.091959450721053	5.702e-05	TRUE	19	9	15	17	8	9	14	16	18	28	43	11	34	38	28	41	32	15
Contig28854_3614	Contig28854	3614	18	1.803e-01	-6.551e-01	1.481e-01	9.737e-06	9.058e-01	9.903e-02	4.043e+01	3.296e+01	1.188e+01	3.312e+00	3.884e+00	6.497e-01	0.0318365235063818	9.737e-06	TRUE	13	10	9	10	7	8	9	14	18	11	10	16	21	27	19	10	10	12
Contig2889_14453	Contig2889	14453	18	3.282e-01	4.798e-01	1.085e-01	9.796e-06	7.376e-01	2.408e-01	6.013e+00	1.101e+01	-4.780e+00	2.086e+00	-1.046e+00	4.349e-01	0.0318365235063818	9.796e-06	TRUE	13	10	10	18	7	12	13	8	12	14	20	7	16	25	23	22	18	14
Contig30290_10698	Contig30290	10698	18	1.823e-01	3.417e-01	8.217e-02	3.206e-05	8.370e-01	7.055e-02	5.610e+01	3.310e+01	-5.429e+00	2.099e+00	-7.678e-01	3.834e-01	0.0643291760814436	3.206e-05	TRUE	0	12	12	10	15	0	8	0	17	26	42	0	22	26	53	48	12	1
Contig30624_5175	Contig30624	5175	18	3.025e-01	7.035e-01	1.608e-01	1.219e-05	6.491e-01	2.698e-01	1.405e+01	2.171e+01	-6.034e+00	3.146e+00	-1.745e+00	8.328e-01	0.0373530837977957	1.219e-05	TRUE	6	7	3	9	9	8	8	14	15	16	11	14	14	19	11	10	8	17
Contig30968_29459	Contig30968	29459	18	2.845e-01	-3.891e-01	9.398e-02	3.474e-05	8.037e-01	2.032e-01	8.734e+00	1.369e+01	7.676e+00	1.839e+00	1.895e+00	4.878e-01	0.0683634722245482	3.474e-05	TRUE	5	8	11	11	8	6	13	13	14	17	13	14	14	20	17	12	17	14
Contig30968_29465	Contig30968	29465	18	3.246e-01	-4.719e-01	1.183e-01	6.689e-05	6.359e-01	2.723e-01	5.269e+00	9.232e+00	6.650e+00	1.571e+00	3.274e+00	8.017e-01	0.0989495879983133	6.689e-05	TRUE	5	7	9	9	3	5	14	11	12	15	11	14	18	19	20	16	15	17
Contig31552_28710	Contig31552	28710	18	2.482e-01	7.332e-01	1.582e-01	3.59e-06	6.998e-01	2.562e-01	1.736e+01	1.871e+01	-7.287e+00	2.816e+00	-2.041e+00	5.823e-01	0.0192564492909186	3.59e-06	TRUE	14	13	7	8	8	5	9	13	7	3	4	11	14	12	6	8	13	13
Contig32086_40998	Contig32086	40998	18	3.971e-01	2.796e-01	6.220e-02	6.95e-06	6.635e-01	2.521e-01	2.635e+00	4.721e+00	-3.574e+00	1.179e+00	-8.885e-01	3.294e-01	0.0256160064386602	6.95e-06	TRUE	2	8	5	10	7	2	6	4	2	6	2	5	11	12	20	12	5	2
Contig32107_9671	Contig32107	9671	18	2.540e-01	-6.047e-01	1.487e-01	4.801e-05	8.510e-01	1.700e-01	1.970e+01	2.608e+01	1.088e+01	2.475e+00	3.285e+00	8.555e-01	0.0846031599836569	4.801e-05	TRUE	7	9	11	9	4	3	7	3	7	10	15	3	14	12	9	12	9	5
Contig32494_8352	Contig32494	8352	18	2.258e-01	-4.824e-01	1.108e-01	1.328e-05	7.945e-01	2.419e-01	2.260e+01	2.630e+01	7.158e+00	1.930e+00	3.462e+00	8.269e-01	0.0390207858433601	1.328e-05	TRUE	11	17	13	14	12	7	20	14	19	26	19	19	22	23	26	32	26	17
Contig32500_24677	Contig32500	24677	18	2.757e-01	2.683e-01	6.396e-02	2.737e-05	8.590e-01	1.898e-01	7.328e+00	1.141e+01	-5.200e+00	1.318e+00	-1.070e+00	3.231e-01	0.0619195324410898	2.737e-05	TRUE	1	3	1	5	4	2	6	1	2	1	2	0	8	6	11	1	2	0
Contig32502_16341	Contig32502	16341	18	2.932e-01	5.859e-01	1.403e-01	2.976e-05	6.762e-01	2.782e-01	1.545e+01	2.084e+01	-3.657e+00	2.766e+00	-1.785e+00	5.172e-01	0.0625825927452331	2.976e-05	TRUE	17	15	9	10	10	10	14	16	11	9	2	23	10	13	10	11	9	19
Contig32770_4919	Contig32770	4919	18	1.841e-01	8.031e-01	1.997e-01	5.795e-05	9.046e-01	1.241e-01	6.236e+01	4.379e+01	-9.155e+00	3.611e+00	-2.038e+00	5.676e-01	0.0920747330390776	5.795e-05	TRUE	14	15	6	7	11	12	10	6	14	9	3	7	8	13	8	10	6	13
Contig33119_18454	Contig33119	18454	18	1.907e-01	-5.805e-01	1.028e-01	1.629e-08	8.160e-01	8.657e-02	3.834e+01	2.730e+01	9.012e+00	2.053e+00	1.700e+00	3.106e-01	0.00069883054068296	1.629e-08	TRUE	12	7	0	5	2	5	8	6	10	16	14	3	13	0	0	11	12	9
Contig3315_7200	Contig3315	7200	18	2.656e-01	-6.251e-01	1.551e-01	5.594e-05	8.026e-01	2.106e-01	1.832e+01	2.600e+01	1.062e+01	3.050e+00	3.734e+00	9.202e-01	0.0915950413211982	5.594e-05	TRUE	4	5	7	4	4	3	9	7	10	2	7	10	17	17	11	8	9	10
Contig33520_8164	Contig33520	8164	18	2.662e-01	-5.324e-01	1.037e-01	2.868e-07	6.886e-01	2.329e-01	9.293e+00	1.247e+01	5.920e+00	1.977e+00	4.152e+00	5.666e-01	0.00419877465741834	2.868e-07	TRUE	14	13	6	4	6	3	9	10	9	14	12	8	9	19	19	7	7	13
Contig33631_57684	Contig33631	57684	18	2.542e-01	5.470e-01	1.323e-01	3.545e-05	7.632e-01	1.985e-01	2.247e+01	2.435e+01	-5.615e+00	2.477e+00	-1.350e+00	4.831e-01	0.0691264653920724	3.545e-05	TRUE	9	6	6	5	2	5	4	6	8	5	3	7	10	4	11	5	2	8
Contig33641_11821	Contig33641	11821	18	3.057e-01	-8.132e-01	2.036e-01	6.479e-05	5.332e-01	2.738e-01	1.062e+01	1.606e+01	1.086e+01	3.261e+00	5.297e+00	1.136e+00	0.0985620354715484	6.479e-05	TRUE	6	6	2	9	5	4	6	8	10	2	2	14	8	8	6	6	3	7
Contig34014_2966	Contig34014	2966	18	1.605e-01	-4.073e-01	7.297e-02	2.383e-08	9.516e-01	5.371e-02	6.454e+01	3.477e+01	8.229e+00	1.780e+00	2.221e+00	3.316e-01	0.00085190974956389	2.383e-08	TRUE	8	13	10	16	10	14	12	14	9	10	23	0	0	1	17	0	27	13
Contig34083_24200	Contig34083	24200	18	2.187e-01	6.967e-01	1.664e-01	2.827e-05	7.642e-01	1.726e-01	3.058e+01	2.906e+01	-9.374e+00	3.728e+00	-5.365e-01	5.713e-01	0.0619195324410898	2.827e-05	TRUE	10	7	10	9	10	6	11	6	7	6	11	9	13	15	7	9	12	11
Contig34318_41240	Contig34318	41240	18	2.665e-01	6.830e-01	1.335e-01	3.132e-07	7.736e-01	2.197e-01	1.619e+01	2.414e+01	-6.151e+00	2.495e+00	-2.177e+00	4.493e-01	0.00419877465741834	3.132e-07	TRUE	8	5	6	9	2	7	9	9	7	10	16	5	10	14	22	19	11	6
Contig34544_15280	Contig34544	15280	18	2.826e-01	7.057e-01	1.393e-01	4.049e-07	7.129e-01	2.270e-01	1.424e+01	2.137e+01	-5.903e+00	2.816e+00	-1.908e+00	5.090e-01	0.00510880883115824	4.049e-07	TRUE	5	6	6	11	10	7	10	13	11	10	7	8	11	11	15	10	10	11
Contig36016_4381	Contig36016	4381	18	2.240e-01	3.806e-01	9.053e-02	2.618e-05	8.406e-01	1.350e-01	1.920e+01	2.108e+01	-2.244e+00	1.710e+00	-1.604e+00	3.530e-01	0.0610383255767738	2.618e-05	TRUE	17	10	6	16	7	13	13	13	12	19	14	9	17	22	22	23	12	5
Contig36360_26391	Contig36360	26391	18	3.265e-01	-6.067e-01	1.500e-01	5.223e-05	5.973e-01	2.665e-01	1.296e+01	1.902e+01	8.397e+00	2.545e+00	4.137e+00	8.861e-01	0.0886868222407405	5.223e-05	TRUE	9	10	8	4	8	4	8	4	9	7	3	7	10	12	5	7	5	7
Contig37611_11238	Contig37611	11238	18	2.546e-01	6.107e-01	1.462e-01	2.953e-05	7.120e-01	2.699e-01	1.859e+01	2.490e+01	-5.573e+00	2.892e+00	-1.569e+00	5.051e-01	0.0625825927452331	2.953e-05	TRUE	11	8	11	14	11	9	13	11	15	4	6	11	22	18	10	11	9	16
Contig37826_1097	Contig37826	1097	18	2.813e-01	-6.347e-01	1.591e-01	6.617e-05	6.367e-01	2.727e-01	1.560e+01	2.286e+01	1.478e+01	3.442e+00	2.883e+00	8.773e-01	0.09872810568103	6.617e-05	TRUE	8	7	7	11	4	2	8	11	2	9	14	9	14	18	14	20	12	5
Contig38058_5872	Contig38058	5872	18	2.579e-01	9.636e-01	2.165e-01	8.564e-06	7.792e-01	2.308e-01	2.704e+01	3.044e+01	-1.288e+01	3.870e+00	8.402e-02	1.089e+00	0.0291579445487487	8.564e-06	TRUE	6	6	10	5	11	11	8	5	14	11	3	11	10	5	4	6	7	14
Contig385_10884	Contig385	10884	18	3.108e-01	6.574e-01	1.284e-01	3.062e-07	7.307e-01	2.502e-01	9.293e+00	1.414e+01	-5.410e+00	2.286e+00	-1.869e+00	6.621e-01	0.00419877465741834	3.062e-07	TRUE	4	14	7	9	8	9	6	8	18	6	3	15	10	16	12	8	9	9
Contig38647_11943	Contig38647	11943	18	2.425e-01	7.634e-01	1.070e-01	9.824e-13	8.140e-01	1.934e-01	2.140e+01	2.484e+01	-4.163e+00	2.411e+00	-2.838e+00	3.716e-01	2.10721646153143e-07	9.824e-13	TRUE	14	12	19	15	13	13	12	10	13	10	17	8	31	23	29	30	14	16
Contig392_31539	Contig392	31539	18	1.874e-01	-4.398e-01	1.020e-01	1.607e-05	8.357e-01	7.493e-02	6.735e+01	3.202e+01	1.242e+01	2.521e+00	9.384e-01	3.157e-01	0.0447657585674231	1.607e-05	TRUE	15	18	19	19	7	15	22	11	23	25	18	14	33	33	28	31	30	25
