Quant_Varia	contig	start.bin	end.bin	Pst_Values	95 %_LowBoundCI	95 %_UpBoundCI
Contig10835_0_2691	Contig10835	0	2691	0.662393929376286	0.302325581395349	0.911016943763014
Contig1089_0_10000	Contig1089	0	10000	0.628070453397368	0.0117181962800443	0.964858236557064
Contig1091_0_10000	Contig1091	0	10000	0.419909043911538	0.00362113708488368	0.903766785908002
Contig109285_0_10000	Contig109285	0	10000	0.35749963736522	0.00438135617567767	0.864620354555483
Contig109827_0_6591	Contig109827	0	6591	0.191596940224965	0.00127099601342705	0.851100772907362
Contig11109_0_3497	Contig11109	0	3497	0.104765212078657	0.000836710228876747	0.789735517336989
Contig1111_0_10000	Contig1111	0	10000	0.442606540959281	0.00209968017783828	0.883334102613693
Contig111439_0_8482	Contig111439	0	8482	0.0417704548076211	0.000453015120199749	0.797439868860403
Contig112555_0_2036	Contig112555	0	2036	0.552514751898257	0.0036302843715277	0.900987916917598
Contig112833_0_6669	Contig112833	0	6669	0.757962521826605	0.166995109485009	0.939288696413428
Contig113120_0_3309	Contig113120	0	3309	0.59141415065	0.0299448351634578	0.917722508344565
Contig114539_0_2304	Contig114539	0	2304	0.00281591407471235	0.000198905657238531	0.793450881612091
Contig115383_0_3618	Contig115383	0	3618	0.599082882655978	0.0309478413965582	0.880297893076243
Contig119258_0_6791	Contig119258	0	6791	0.124616165797635	0.000759280605172225	0.804764597627482
Contig119450_10000_14843	Contig119450	10000	14843	0.609061827764945	0.00323049645285473	0.955190177757642
Contig119588_0_4149	Contig119588	0	4149	0.621150554906826	0.0172610568063982	0.926107136211329
Contig120221_0_7268	Contig120221	0	7268	0.0133283897315591	0.000413899594610098	0.7671235284959
Contig120378_0_10000	Contig120378	0	10000	0.0903871140509085	0.00126063214759476	0.76900173722987
Contig1211_0_7027	Contig1211	0	7027	0.000538171422312354	0.000682152180205457	0.809022851819664
Contig121494_10000_20000	Contig121494	10000	20000	0.423093522371164	0.0043666816423488	0.873871421783612
Contig123396_0_7982	Contig123396	0	7982	0.167715928939708	0.000662553779767767	0.852134436704099
Contig124226_0_10000	Contig124226	0	10000	0.00828734023676596	0.000631508529709497	0.789833152500722
Contig1263_0_10000	Contig1263	0	10000	0.274797953911813	0.000809328512162976	0.925869960865435
Contig126977_0_4061	Contig126977	0	4061	0.043688315171418	0.000305292779160373	0.784274550519079
Contig127001_0_4911	Contig127001	0	4911	0.299239795266625	0.00292630908198187	0.78702138081841
Contig128060_0_1680	Contig128060	0	1680	0.00647025818148755	0.000615958573800409	0.767922584646478
Contig1282_10000_20000	Contig1282	10000	20000	0.109735212415618	0.000393891305053671	0.779179298506641
Contig1284_10000_20000	Contig1284	10000	20000	0.0888743065916093	0.000314427912617641	0.740791541845954
Contig129028_0_5515	Contig129028	0	5515	0.0086267321011424	0.000482522819150085	0.73936231448673
Contig129509_0_2778	Contig129509	0	2778	0.500626551801551	0.00637330584918072	0.837952705834573
Contig132115_0_1816	Contig132115	0	1816	0.525745494018361	0.00553210147426673	0.901225823001538
Contig132507_0_7546	Contig132507	0	7546	0.0465617616317227	0.000491329084171268	0.807176279503372
Contig132845_0_1767	Contig132845	0	1767	0.059492274948295	0.00119831508772075	0.765259061847028
Contig134176_0_7605	Contig134176	0	7605	0.177873768636676	0.000612529622729476	0.788778953783387
Contig135695_0_3380	Contig135695	0	3380	0.717763834174717	0.279570472813809	0.891346886724883
Contig135817_0_6458	Contig135817	0	6458	0.137033508384157	0.000634353338649525	0.79380309838798
Contig137374_0_3087	Contig137374	0	3087	0.369622089650533	0.00208492871802708	0.872450518619892
Contig137426_0_9939	Contig137426	0	9939	0.00687140042284956	0.000412736085315476	0.759717695810761
Contig138111_0_10000	Contig138111	0	10000	0.442999897921847	0.00375880825749539	0.887539574542965
Contig138622_0_5679	Contig138622	0	5679	0.477800089037641	0.00328455789012901	0.842939638316761
Contig13988_0_4885	Contig13988	0	4885	0.000459696423834837	0.000538179450477556	0.848026750784052
Contig140004_0_3278	Contig140004	0	3278	0.962028303737659	0.84070058381985	1
Contig141789_0_5154	Contig141789	0	5154	0.786406470837839	0.51721518957717	0.958705269382281
Contig142_40000_48795	Contig142	40000	48795	0.0440972164361177	0.000424076128075673	0.764951339809159
Contig1433_0_10000	Contig1433	0	10000	0.616806718322631	0.0257399658778942	0.900012371715908
Contig1438_10000_20000	Contig1438	10000	20000	0.190599379428486	0.00112540344870073	0.87581202095538
Contig144108_0_4108	Contig144108	0	4108	0.270199626624676	0.00116716448029509	0.83575489576753
Contig145351_0_6147	Contig145351	0	6147	0.58272157003043	0.0214958569939483	0.881799865820825
Contig146058_0_7714	Contig146058	0	7714	0.478565720323813	0.00250457648370061	0.913326246975628
Contig146123_0_3779	Contig146123	0	3779	0.660989489192241	0.0254708735380007	0.909696224627195
Contig1464_0_10000	Contig1464	0	10000	0.540502961544639	0.00655127031353945	0.93564456796619
Contig149134_0_7365	Contig149134	0	7365	0.500478554185771	0.0052342836132743	0.920740835163113
Contig150_30000_40000	Contig150	30000	40000	0.543368244741669	0.00279042380604458	0.913650017362709
Contig150092_0_7711	Contig150092	0	7711	0.141688779403833	0.000712008950646998	0.789594210255592
Contig150483_0_9387	Contig150483	0	9387	0.0724574687877492	0.000356600321088962	0.78181569531367
Contig1519_0_10000	Contig1519	0	10000	0.420923263760502	0.003148159333358	0.88684031421172
Contig15206_10000_19636	Contig15206	10000	19636	0.245448278066545	0.000685684701736523	0.865196519222833
Contig15292_0_10000	Contig15292	0	10000	0.233039612720951	0.000579969104179728	0.771031361913182
Contig15372_10000_20000	Contig15372	10000	20000	0.612837722556293	0.0231806312770717	0.90899906908736
Contig15404_0_6624	Contig15404	0	6624	0.471834425343765	0.00461444496382745	0.931389867339921
Contig154574_0_3483	Contig154574	0	3483	0.0990776340167177	0.00032943856570965	0.826939481414761
Contig154759_0_9666	Contig154759	0	9666	0.315211548060497	0.00102400553691017	0.896147358407708
Contig15595_30000_40000	Contig15595	30000	40000	0.128599342451994	0.000612518429011916	0.790176693994952
Contig155975_0_2628	Contig155975	0	2628	0.201560802505274	0.000651958950900784	0.861337975348532
Contig1579_0_10000	Contig1579	0	10000	0.548647662839849	0.00351164280070499	0.910172357194488
Contig15835_0_10000	Contig15835	0	10000	0.119571409759548	0.000599664346359169	0.795506443864136
Contig15885_0_10000	Contig15885	0	10000	0.337070735255011	0.00173665685081388	0.812930834402669
Contig15885_30000_40000	Contig15885	30000	40000	0.293535081115555	0.00193342362446506	0.785741866819417
Contig15905_0_10000	Contig15905	0	10000	0.346957331071773	0.00165714064766802	0.896042883876426
Contig15920_30000_40000	Contig15920	30000	40000	0.813367889232879	0.202222068902366	0.966593866313944
Contig15922_30000_40000	Contig15922	30000	40000	0.455719892063683	0.00192714140244838	0.832995296589457
Contig15977_30000_36911	Contig15977	30000	36911	0.566843907275384	0.00577573891481219	0.921991030652245
Contig1607_0_10000	Contig1607	0	10000	0.0187895656974008	0.000484451427264778	0.781687720982712
Contig1608_0_10000	Contig1608	0	10000	0.258117166379522	0.00108008284870793	0.80313504103051
Contig1616_0_10000	Contig1616	0	10000	0.13913721976147	0.000783584455982598	0.828397496269716
Contig16203_0_10000	Contig16203	0	10000	0.271791856015314	0.001396275734366	0.819366785310512
Contig16263_10000_20000	Contig16263	10000	20000	0.174051702038405	0.00099362134521512	0.812532328823194
Contig16446_10000_20000	Contig16446	10000	20000	0.586493475294077	0.0056100451089016	0.913436133083935
Contig167447_0_3302	Contig167447	0	3302	0.692590158811005	0.0335826398210733	0.90827367014622
Contig167545_0_4437	Contig167545	0	4437	0.276753623542173	0.00204116415269242	0.811031690330835
Contig168159_0_6295	Contig168159	0	6295	0.0159743520519815	0.000247731912588235	0.856391234510305
Contig168959_0_1015	Contig168959	0	1015	0.746343447545477	0.198871545438797	0.941160749683473
Contig16916_20000_30000	Contig16916	20000	30000	0.0260350265798398	0.000686701141445529	0.747703952162171
Contig16934_10000_20000	Contig16934	10000	20000	0.689812785513119	0.0403759647515001	0.925158550152646
Contig16958_10000_20000	Contig16958	10000	20000	0.748329374018655	0.366533786596495	0.935266900956886
Contig17022_0_5225	Contig17022	0	5225	0.346539907990466	0.00133032241782322	0.865807296320948
Contig17057_0_10000	Contig17057	0	10000	0.0132784125939163	0.000972737946570378	0.75624725913961
Contig17057_40000_44033	Contig17057	40000	44033	0.0173342458555477	0.000428232338474897	0.822060552934928
Contig17195_0_10000	Contig17195	0	10000	0.00218150614603349	0.000915544302425336	0.84036259556935
Contig17225_0_10000	Contig17225	0	10000	0.761756110118899	0.198460552049898	0.935689273408779
Contig17244_0_10000	Contig17244	0	10000	0.36032898206029	0.00219815584358729	0.817207029102377
Contig17267_10000_20000	Contig17267	10000	20000	0.220464003599359	0.00071038543737338	0.879514389016124
Contig17286_20000_30000	Contig17286	20000	30000	0.364378819629696	0.00178501580683532	0.857017054644971
Contig17345_20000_30000	Contig17345	20000	30000	0.679129422785651	0.177863672958797	0.888336380567725
Contig17345_30000_40000	Contig17345	30000	40000	0.0651715276535558	0.000875034615241037	0.791981311002627
Contig17345_50000_60000	Contig17345	50000	60000	0.0699564521028705	0.000457566384108015	0.7441023651631
Contig173481_0_1885	Contig173481	0	1885	0.00697078206576993	0.000374997985928173	0.752792753096687
Contig1736_20000_24637	Contig1736	20000	24637	0.393556348395689	0.00136459459538531	0.905596999967878
Contig17378_0_10000	Contig17378	0	10000	0.165042094514507	0.000578973932571487	0.751353169637223
Contig17378_20000_27377	Contig17378	20000	27377	0.677588498745337	0.1199521984319	0.897960006451963
Contig17471_10000_20000	Contig17471	10000	20000	0.625775822246103	0.0185319752538677	0.905210806568678
Contig17554_0_10000	Contig17554	0	10000	0.189595628726899	0.00141389600772013	0.826387311770314
Contig175939_0_1096	Contig175939	0	1096	0.143044737750996	0.0011200859277092	0.826456558340182
Contig17633_50000_60000	Contig17633	50000	60000	0.152610588955439	0.000783948899563883	0.848953770961646
Contig17801_0_5238	Contig17801	0	5238	0.196727867486825	0.000759166787148259	0.832945351976282
Contig17831_10000_17136	Contig17831	10000	17136	0.126555891751474	0.000697433016660487	0.87035078096617
Contig17925_0_10000	Contig17925	0	10000	0.123350824972902	0.000581795895994429	0.831299302739656
Contig17965_20000_28071	Contig17965	20000	28071	0.41027723297787	0.00331477182863996	0.891614850338001
Contig18086_0_10000	Contig18086	0	10000	0.0682467209970718	0.000453132867037792	0.822696801125878
Contig18103_0_10000	Contig18103	0	10000	0.0852895671713007	0.000796540051989092	0.881727268195034
Contig18132_0_10000	Contig18132	0	10000	0.00261595162166167	0.000646388939235616	0.752261672997816
Contig18146_20000_30000	Contig18146	20000	30000	0.110988019148398	0.0011657251507961	0.812915746797896
Contig1817_0_10000	Contig1817	0	10000	0.00609951590999454	0.000475151146408358	0.76160435967675
Contig1828_0_10000	Contig1828	0	10000	0.0653296044983531	0.000481781468333043	0.803560618803232
Contig18485_40000_50000	Contig18485	40000	50000	0.341174335069673	0.00215674677733976	0.875951787450392
Contig18485_50000_59534	Contig18485	50000	59534	0.01034073827886	0.000593399975996685	0.769176755327361
Contig18493_20000_30000	Contig18493	20000	30000	0.43537377504264	0.00261703807839016	0.844941200286888
Contig18609_10000_20000	Contig18609	10000	20000	0.110659111364858	0.000993284592799584	0.751892165522087
Contig18718_0_10000	Contig18718	0	10000	0.381886982855325	0.00233960404953578	0.853858159677332
Contig18830_0_10000	Contig18830	0	10000	0.0937891986585811	0.000790273320299	0.839287046621521
Contig188364_0_2870	Contig188364	0	2870	0.647439692029563	0.0199578915873832	0.897196584343591
Contig1888_0_10000	Contig1888	0	10000	0.287765894160117	0.00322556157280332	0.803238655615441
Contig18968_50000_53080	Contig18968	50000	53080	0.551911898992849	0.00809040601228674	0.903359027071821
Contig18997_50000_60000	Contig18997	50000	60000	0.426111943060235	0.0086716409561054	0.841585232728687
Contig19011_0_10000	Contig19011	0	10000	0.00668270513818067	0.000945283461926035	0.779853683523271
Contig19129_0_10000	Contig19129	0	10000	0.56498155088512	0.00542745757558984	0.913277750548934
Contig1918_0_10000	Contig1918	0	10000	0.559822051678436	0.00847078236405591	0.923533339171468
Contig19208_20000_30000	Contig19208	20000	30000	0.00113171702609327	0.000497294359804553	0.780901817597357
Contig1921_0_10000	Contig1921	0	10000	0.0188224460156959	0.000747559095174423	0.808891491497991
Contig19211_0_8631	Contig19211	0	8631	0.00178065745783603	0.000366809297392761	0.838063664416989
Contig19248_0_10000	Contig19248	0	10000	0.114915110356701	0.00113593777503971	0.779546907165728
Contig192720_0_1283	Contig192720	0	1283	0.00911268077308425	0.000363772507706958	0.751342774537232
Contig1932_0_10000	Contig1932	0	10000	0.891645318656102	0.747999106936875	0.962559904911293
Contig1932_10000_20000	Contig1932	10000	20000	0.780960231083354	0.366930950852635	0.921657801785535
Contig194_40000_50000	Contig194	40000	50000	0.117915356138869	0.000814202637738993	0.814782076801336
Contig194642_10000_15476	Contig194642	10000	15476	0.403898984711102	0.00197443939470438	0.848054909509539
Contig19496_0_10000	Contig19496	0	10000	0.515634969082139	0.00324884107683906	0.918461305087306
Contig1956_10000_20000	Contig1956	10000	20000	0.307923842225129	0.00120187795596037	0.817254776368619
Contig196009_0_10000	Contig196009	0	10000	0.319773244878448	0.00163358689783236	0.812230825964009
Contig19662_0_9127	Contig19662	0	9127	0.226195092293506	0.000813551214987058	0.820105242200419
Contig1971_0_10000	Contig1971	0	10000	0.00143860601254002	0.000365420112859631	0.752201101217262
Contig19719_0_4745	Contig19719	0	4745	0.17269110467408	0.000807768460083097	0.742503951260254
Contig19785_0_10000	Contig19785	0	10000	0.407966092372852	0.00255593639471338	0.868869551288158
Contig19869_0_10000	Contig19869	0	10000	0.0217090002908308	0.00057503118980184	0.779171320947143
Contig19997_0_8585	Contig19997	0	8585	0.382296650760172	0.00163774747695205	0.846788512610895
Contig20004_0_10000	Contig20004	0	10000	0.0900774975431621	0.000851326257991109	0.770898000889024
Contig20037_50000_60000	Contig20037	50000	60000	0.133397321754939	0.000856663919585018	0.76923250141772
Contig20052_0_5523	Contig20052	0	5523	0.0765903355593825	0.000668897424612752	0.779506728230109
Contig200997_0_6595	Contig200997	0	6595	0.105267830124138	0.000494378074601715	0.771066927311262
Contig202555_0_9557	Contig202555	0	9557	0.168888006776276	0.00061878185981218	0.853355787046787
Contig2029_10000_20000	Contig2029	10000	20000	0.147245389410944	0.000653086857448009	0.926778223105806
Contig20297_10000_20000	Contig20297	10000	20000	0.00382290193054659	0.000304844645872142	0.768296989533949
Contig20388_30000_34074	Contig20388	30000	34074	0.155006901667115	0.00069761402406716	0.841096361683339
Contig20413_0_10000	Contig20413	0	10000	0.160170958938887	0.000812216920206292	0.807471987566515
Contig20472_20000_30000	Contig20472	20000	30000	0.12915246950129	0.00105455190021744	0.816980917509817
Contig20509_20000_30000	Contig20509	20000	30000	0.126850196052369	0.000635696346352995	0.782888731720333
Contig205490_0_2658	Contig205490	0	2658	0.609064980713329	0.0135322600165209	0.916417940824703
Contig20556_0_1339	Contig20556	0	1339	0.411933174360803	0.000964594348022832	0.879268423761553
Contig20595_10000_20000	Contig20595	10000	20000	0.00597169582194789	0.000415486993773285	0.8373344024532
Contig20605_10000_20000	Contig20605	10000	20000	0.701367930762001	0.111708505782694	0.919841987906834
Contig20656_0_10000	Contig20656	0	10000	0.145737169836659	0.00122171178797295	0.787906563911432
Contig206988_0_7475	Contig206988	0	7475	0.0882936590400219	0.000490456041428919	0.775442990308557
Contig20866_10000_17967	Contig20866	10000	17967	0.172057819374693	0.000767937121313588	0.763455163651706
Contig20924_30000_40000	Contig20924	30000	40000	0.0568119981364467	0.000704344208967812	0.765399956359927
Contig209775_0_6124	Contig209775	0	6124	0.0135040154014079	0.00109987953700309	0.768792004957181
Contig20993_10000_13425	Contig20993	10000	13425	0.0459090754680295	0.000737512909752885	0.785961243258936
Contig212848_0_8840	Contig212848	0	8840	0.181867833601557	0.00139952306242446	0.8474295362438
Contig212964_0_5455	Contig212964	0	5455	0.425791083561162	0.00205192960303053	0.880577394943742
Contig21389_0_10000	Contig21389	0	10000	0.0425261040692561	0.000512373955078471	0.843723274361454
Contig21579_0_10000	Contig21579	0	10000	0.347116410908942	0.00111202011346143	0.909410591153292
Contig215949_0_1176	Contig215949	0	1176	0.213989839758915	0.00123963526840799	0.877711139994787
Contig21645_0_10000	Contig21645	0	10000	0.118011393792362	0.000486306373275417	0.77380534487341
Contig21658_30000_40000	Contig21658	30000	40000	0.160706042067536	0.000838435566779072	0.840863071465018
Contig21683_10000_20000	Contig21683	10000	20000	0.814184195462577	0.57342460168718	0.946931306072695
Contig217_10000_20000	Contig217	10000	20000	0.126966840137696	0.00140245902398135	0.775149846497272
Contig217_20000_30000	Contig217	20000	30000	0.0111493321778312	0.00033921888591229	0.8358289515816
Contig217099_0_4244	Contig217099	0	4244	0.511314847257082	0.00592951816026482	0.883030941337281
Contig21725_70000_75257	Contig21725	70000	75257	0.410242256086849	0.000853047323365715	0.891556563217712
Contig217684_0_1513	Contig217684	0	1513	0.24392383896047	0.000796088913505551	0.859983664942504
Contig21801_10000_20000	Contig21801	10000	20000	0.0661215798873485	0.000495074503931268	0.767587221097989
Contig21828_0_10000	Contig21828	0	10000	0.875364862331574	0.676130936151059	0.967054571612441
Contig21828_40000_50000	Contig21828	40000	50000	0.553213578174183	0.00566214439752798	0.951436573855564
Contig218704_0_1520	Contig218704	0	1520	0.66934601518811	0.0398732067738472	0.931286931740112
Contig219004_0_10000	Contig219004	0	10000	0.106887722330312	0.000941397868269238	0.857313856878351
Contig22083_0_9410	Contig22083	0	9410	0.103182504048632	0.000663681729426543	0.766385422303799
Contig22211_0_10000	Contig22211	0	10000	0.555354340670968	0.0179310622234704	0.8975868085217
Contig22383_10000_20000	Contig22383	10000	20000	0.0161790588350869	0.000537983363766576	0.777798137165752
Contig22402_20000_30000	Contig22402	20000	30000	0.0172120203282924	0.00113818394660649	0.767580242739278
Contig22514_50000_60000	Contig22514	50000	60000	0.0692932154422182	0.000807653469646593	0.810020097774491
Contig2254_0_10000	Contig2254	0	10000	0.0656877502187195	0.000926867575242673	0.801049109889798
Contig22638_0_10000	Contig22638	0	10000	0.572515171553173	0.00597489246597157	0.882580976385715
Contig22654_0_10000	Contig22654	0	10000	0.0356009081850574	0.000409815068026913	0.781292436801273
Contig23006_0_10000	Contig23006	0	10000	0.432797135090596	0.00183859409972052	0.866426724610825
Contig23078_30000_37383	Contig23078	30000	37383	0.293346663546966	0.00139123876329547	0.785833809129392
Contig23157_0_7936	Contig23157	0	7936	0.070107346717636	0.000636800460806257	0.745637866801442
Contig232_10000_20000	Contig232	10000	20000	0.713095709953217	0.181233220568923	0.909068940225038
Contig23281_0_10000	Contig23281	0	10000	0.000366021652082327	0.00054602914376159	0.75931519203351
Contig23392_0_10000	Contig23392	0	10000	0.332225705104328	0.00109410465850137	0.847700865667635
Contig23499_10000_20000	Contig23499	10000	20000	0.588029274407742	0.0110348061666488	0.894122849932692
Contig23519_0_10000	Contig23519	0	10000	1.93681366899785e-06	0.000809372195311431	0.765189148991672
Contig23584_10000_20000	Contig23584	10000	20000	0.305982129091258	0.000811226532447496	0.91163864938217
Contig23628_0_9074	Contig23628	0	9074	0.21851240390001	0.00135704145736688	0.918834183218977
Contig23673_0_7859	Contig23673	0	7859	0.141268802022387	0.000907870173604472	0.810681497537005
Contig23688_20000_30000	Contig23688	20000	30000	4.11297922668286e-05	0.000330064664189317	0.76536605731325
Contig2374_0_10000	Contig2374	0	10000	0.0134897761511241	0.000440708343536221	0.719293058542248
Contig23813_20000_30000	Contig23813	20000	30000	0.292493126630324	0.00233622902897053	0.823585643521335
Contig2393_0_10000	Contig2393	0	10000	0.154467597691855	0.000675092018980914	0.845059735513174
Contig24017_10000_20000	Contig24017	10000	20000	0.111318948789861	0.00079466963073915	0.767894590912188
Contig24093_10000_20000	Contig24093	10000	20000	0.149348996215302	0.000468866267501565	0.863311892163478
Contig24095_20000_30000	Contig24095	20000	30000	0.00321801739269399	0.000983626107853532	0.805009505658316
Contig24130_0_10000	Contig24130	0	10000	0.124011286950102	0.000631220327066049	0.807729648339982
Contig24175_0_10000	Contig24175	0	10000	0.687678792226338	0.0636725075485324	0.916917777986911
Contig24215_0_10000	Contig24215	0	10000	0.00948693799249413	0.000428203638485277	0.811910847356588
Contig24241_30000_34516	Contig24241	30000	34516	0.694443339988761	0.0334014996591685	0.974634512057978
Contig24326_0_10000	Contig24326	0	10000	0.253456119054851	0.00116167271365581	0.815037159885918
Contig24326_20000_30000	Contig24326	20000	30000	0.242997666712661	0.000691452179733777	0.859841968455865
Contig24349_0_10000	Contig24349	0	10000	0.000974173184619218	0.000637050777958455	0.733795502256182
Contig24520_0_10000	Contig24520	0	10000	0.201978209620624	0.000348296985414005	0.825182403888269
Contig24520_20000_30000	Contig24520	20000	30000	0.377420732504658	0.00109630546773451	0.850408848544051
Contig2453_0_10000	Contig2453	0	10000	0.224013534014536	0.000344196914065555	0.816254680779834
Contig24629_0_10000	Contig24629	0	10000	0.391635327514695	0.00219185536783	0.835597724529154
Contig24654_0_10000	Contig24654	0	10000	0.214930755805814	0.000799891187710904	0.884147631313923
Contig24673_0_9515	Contig24673	0	9515	0.00282848003957191	0.000528654479719589	0.793722959820029
Contig2468_0_10000	Contig2468	0	10000	0.923226664308481	0.838531507294185	0.978741588628851
Contig24692_0_9995	Contig24692	0	9995	0.34431262951723	0.00158307613914607	0.87478840270189
Contig24693_10000_20000	Contig24693	10000	20000	0.719553971308401	0.0530715812085614	0.962829545880862
Contig247_10000_20000	Contig247	10000	20000	0.357633455509626	0.00222345267105826	0.833185910201203
Contig24722_0_10000	Contig24722	0	10000	0.247998973306003	0.00128154867109829	0.85486152707756
Contig24745_30000_40000	Contig24745	30000	40000	0.18769915101175	0.000520321663324178	0.820471150907997
Contig24781_40000_50000	Contig24781	40000	50000	0.0389148321102957	0.00120461194286698	0.789473684210526
Contig2485_0_10000	Contig2485	0	10000	0.65068389085956	0.0133758602359094	0.924239437959596
Contig249_0_10000	Contig249	0	10000	0.0431644723672485	0.000699930497951771	0.823677849970484
Contig25015_10000_20000	Contig25015	10000	20000	0.0051605816811704	0.000717219746305079	0.831046330771035
Contig25062_10000_20000	Contig25062	10000	20000	0.000496280776024764	0.000835110761940403	0.786480322474819
Contig25118_20000_25682	Contig25118	20000	25682	0.0754577685936752	0.000491754229095697	0.76949357704589
Contig25204_10000_20000	Contig25204	10000	20000	0.738672031286992	0.169620615944613	0.912398286077986
Contig25228_20000_27996	Contig25228	20000	27996	0.653396749195436	0.0299277721645562	0.932768684932573
Contig25254_0_6217	Contig25254	0	6217	0.172649214674774	0.000830334703496774	0.816486338563239
Contig25354_0_10000	Contig25354	0	10000	0.313018148874398	0.00141153807119384	0.841271548706645
Contig25426_20000_30000	Contig25426	20000	30000	0.132846189005312	0.000412955204250825	0.792630041762031
Contig25472_20000_27591	Contig25472	20000	27591	0.0425272033235448	0.000582426991857122	0.775899909734213
Contig25477_10000_20000	Contig25477	10000	20000	0.0935146149690679	0.000705079313071479	0.832461461569165
Contig25896_0_10000	Contig25896	0	10000	0.703604726277421	0.0710718851602413	0.925102462184054
Contig25997_10000_20000	Contig25997	10000	20000	0.757174944155013	0.172121870481721	0.919285720417063
Contig26005_0_10000	Contig26005	0	10000	0.396200206863312	0.000977193804736887	0.847545263981638
Contig26070_50000_60000	Contig26070	50000	60000	0.0256017048696824	0.000562484900069829	0.769309495024209
Contig26107_0_10000	Contig26107	0	10000	0.463112449434529	0.00307138396544501	0.874087380534271
Contig26458_0_10000	Contig26458	0	10000	0.817061149869167	0.378104691081337	0.967178956441799
Contig26603_10000_20000	Contig26603	10000	20000	0.636848195694325	0.0379821879894846	0.893502388085412
Contig26689_0_10000	Contig26689	0	10000	0.51448159693932	0.00911841628975379	0.953205555543725
Contig26766_0_10000	Contig26766	0	10000	0.200254532870848	0.00111288560591304	0.787573438334465
Contig2679_0_10000	Contig2679	0	10000	1	1	1
Contig26798_0_10000	Contig26798	0	10000	0.63369580758003	0.0307878235320694	0.881267634314369
Contig26821_0_10000	Contig26821	0	10000	0.498823202123885	0.00394389939949905	0.864941269547193
Contig26826_40000_50000	Contig26826	40000	50000	0.0549913630481219	0.000933420646518606	0.813517446299835
Contig26837_0_10000	Contig26837	0	10000	0.360836586724577	0.00125174058951798	0.829484147477459
Contig26863_20000_30000	Contig26863	20000	30000	0.265364632775921	0.00120070470485235	0.923465466124959
Contig26949_0_10000	Contig26949	0	10000	0.124845497151044	0.000747941134447514	0.77452668469647
Contig27088_20000_30000	Contig27088	20000	30000	0.0597663187700696	0.000719713284810959	0.750974644630791
Contig27145_0_10000	Contig27145	0	10000	0.0150334741497476	0.000577401641720687	0.756370740027517
Contig27264_0_6027	Contig27264	0	6027	0.839692482754232	0.430427722867848	0.962582759483986
Contig27401_10000_15488	Contig27401	10000	15488	0.574309066142046	0.00879591346634434	0.912472665338895
Contig27413_0_2951	Contig27413	0	2951	0.727478675582066	0.240421182856688	0.905674405371655
Contig27496_10000_20000	Contig27496	10000	20000	0.0262995237327069	0.000692426458203825	0.821229161043197
Contig27552_20000_30000	Contig27552	20000	30000	0.571846154935268	0.00783372091637012	0.917031284164395
Contig27602_0_10000	Contig27602	0	10000	0.0797189692925225	0.000838400657597147	0.792564287020488
Contig27758_0_10000	Contig27758	0	10000	0.604286472837474	0.0143098189369849	0.934377915635313
Contig27784_0_10000	Contig27784	0	10000	0.0615874322633774	0.000368344997591602	0.792612345626298
Contig27836_0_10000	Contig27836	0	10000	0.468123995134031	0.00556802443822098	0.828370986282954
Contig27879_10000_20000	Contig27879	10000	20000	0.0994872515535108	0.000524283939648975	0.778839827245747
Contig27880_0_6027	Contig27880	0	6027	0.0170538158592885	0.000565527957342931	0.782171953844823
